Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
3d4b680d069403c21c7bfb69174a90c373a5f3323a8a6e42843f643166c8bb62,2022-10,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
4560bb9dfbbc0fa552dd339b51ee0aaa4b1b73babc08a4834be5c311e7947d51,2022-10,Gwent Police,Gwent Police,-3.014149,51.832393,On or near Meadway,W01001558,Monmouthshire 002C,Investigation complete; no suspect identified
66233722a61070d73b54efb11a78e93b91733ee469eb5b40981f9f45dca75d72,2022-10,Gwent Police,Gwent Police,-3.274830,51.603583,On or near ,W01001332,Caerphilly 018C,Investigation complete; no suspect identified
906e0030a42ffb5324e4ccd776ee3d5caa767472a75e42e1a98bd57b5314fc20,2022-10,Gwent Police,Gwent Police,-3.023875,51.662812,On or near Parklands Close,W01001520,Torfaen 007B,Investigation complete; no suspect identified
2089bb9fc45ebd0473969bd3e3e5439c2df8225240ed71c8a9123ee066cd4789,2022-10,Gwent Police,Gwent Police,-3.168564,51.801054,On or near Alma Terrace,W01001446,Blaenau Gwent 002A,Investigation complete; no suspect identified
87435f5d8fd53e8d668458c816042b5c8216d6bf3a38723bfd9ffb46c434e146,2022-10,Gwent Police,Gwent Police,-3.162571,51.679629,On or near Pen-Y-Bryn Court,W01001357,Caerphilly 006B,Investigation complete; no suspect identified
fd6bb94716ceb8a1648d567c50fd704d7ac6ac4a46d201f255c3734e84bd8ddf,2022-10,Gwent Police,Gwent Police,-3.046021,51.704643,On or near Queen Street,W01001491,Torfaen 004A,Investigation complete; no suspect identified
72723c2ad7eb51ba12e4b065e157181343d3ffedf0acf0b1cd3084a6a81d45f4,2022-10,Gwent Police,Gwent Police,-3.019885,51.654466,On or near Pedestrian Subway,W01001506,Torfaen 010A,Investigation complete; no suspect identified
e3a772f7e3ef8b0df66ee13ec69662e85f68d7fa85b4ff1a3fe0b9d89ce221d5,2022-10,Gwent Police,Gwent Police,-3.028490,51.816615,On or near Supermarket,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
159c445b8e5934052ae7bbfb1f8d5b3e44fc7c828be4da7dbef84514250a6c3f,2022-10,Gwent Police,Gwent Police,-3.064236,51.734034,On or near Eridge Road,W01001484,Torfaen 002C,Investigation complete; no suspect identified
45e13e62b626feee468fa5f7904f72fae22fcb8de54b5b8f4f417ec2e1bfc717,2022-10,Gwent Police,Gwent Police,-2.993675,51.600130,On or near The Turnstiles,W01001683,Newport 006D,Investigation complete; no suspect identified
ed03b583b73c2a6dbd6f78bdf6f8196eeb6590b7a5bc264197d5194502b32f7a,2022-10,Gwent Police,Gwent Police,-3.220071,51.573267,On or near Cardiff Road,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
165d8ea4ae7ba57be9c8f8b346e43b6ae7036739eea1abf3020f19bcdf010c55,2022-10,Gwent Police,Gwent Police,-3.227954,51.575019,On or near Heol Y Beddau,W01001370,Caerphilly 023A,Investigation complete; no suspect identified
369f06c928283c4115a94044d5614eb6c3bd58183e3210c6139beca6053df58f,2022-10,Gwent Police,Gwent Police,-3.131420,51.736625,On or near Cefn Crescent,W01001437,Blaenau Gwent 008C,Investigation complete; no suspect identified
6cf02bebda100de31e806f58783420ab0cab0648fe5e8a8dc0476d0fdf1084ba,2022-10,Gwent Police,Gwent Police,-3.009914,51.833167,On or near St Andrews Crescent,W01001909,Monmouthshire 002F,Investigation complete; no suspect identified
fa23e3fae6c75b311025f7d5d2f1fc14c2c41b278733104f7e87d300cd1e60b5,2022-10,Gwent Police,Gwent Police,-2.925936,51.594012,On or near Dawson Close,W01001667,Newport 010C,Investigation complete; no suspect identified
5f48f860e8ad6e593114f94d6bc0e034dcacfbfbf272426af46e61a548d660f9,2022-10,Gwent Police,Gwent Police,-2.946264,51.584391,On or near Britten Close,W01001609,Newport 015B,Investigation complete; no suspect identified
c271d581502728ce192194835dd4ef2aead64aaa1b2bcce70c43c7010412f286,2022-10,Gwent Police,Gwent Police,-3.220071,51.573267,On or near Cardiff Road,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
9d07c26f0c111856381e01c8af65f3529dcd402679e8e4e2fe1f35efd2b06906,2022-10,Gwent Police,Gwent Police,-3.024296,51.551887,On or near Narbeth Close,W01001913,Newport 020F,Investigation complete; no suspect identified
50ba372ded87e7ca3101f79e1e4f6e078e7eb76ab2cf53f390ff96d9efc10c68,2022-10,Gwent Police,Gwent Police,-2.939722,51.596088,On or near ,W01001663,Newport 008C,Investigation complete; no suspect identified
6beb1ff534faad3b553cd222cbbfe7a9eea3165f5b3849937d8ad729d301a310,2022-10,Gwent Police,Gwent Police,-3.198850,51.592648,On or near Church Street,W01001344,Caerphilly 020C,Investigation complete; no suspect identified
bc668e76b8bad8f4025b6c50f8fff89a7b21db2d0940b490035895c2420482a9,2022-10,Gwent Police,Gwent Police,-2.946149,51.575864,On or near ,W01001646,Newport 015E,Investigation complete; no suspect identified
d59ed9eb56dc2b305163291c712f8557006c4ec807cfdd47025d0dc656a10273,2022-10,Gwent Police,Gwent Police,-3.207583,51.776347,On or near ,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
9625e2a0e512514fd195335a1d2bb41580c8312a4071f2beeee2a4148eb5cba9,2022-10,Gwent Police,Gwent Police,-3.054769,51.714302,On or near Afon Llwyd Terrace,W01001529,Torfaen 003B,Investigation complete; no suspect identified
d09b8fb420efe4ba9496528de56616a62227d843dad6328d57d365e947ca26f3,2022-10,Gwent Police,Gwent Police,-2.964166,51.579433,On or near ,W01001647,Newport 015F,Investigation complete; no suspect identified
60c77f99740f4b52b78fb2ebc6e93034a67595b2c4bd88337dd7a5e22c8c0426,2022-10,Gwent Police,Gwent Police,-2.964166,51.579433,On or near ,W01001647,Newport 015F,Investigation complete; no suspect identified
732663d8b8db3fb595de79250da81f4f61b398569f63f69c3d2673c26d03fbf8,2022-10,Gwent Police,Gwent Police,-3.162608,51.594082,On or near Herrick Place,W01001345,Caerphilly 021C,Investigation complete; no suspect identified
5df321b82e68e6dc2602fd00bdf2d3be3245b7aba02e15cf45612ba2bb64810d,2022-10,Gwent Police,Gwent Police,-3.228000,51.799594,On or near Stonebridge Road,W01001470,Blaenau Gwent 001D,Investigation complete; no suspect identified
6d909ae5a5b160a2956eaf64c39bd761f37aa42ce713db05bdf4e026e8396d47,2022-10,Gwent Police,Gwent Police,-3.176996,51.616751,On or near Melin Street,W01001431,Caerphilly 015C,Investigation complete; no suspect identified
3a1178165784a5f3ebefc1c103ff05041aa14980e1f09308b2bef7cb86a848b4,2022-10,Gwent Police,Gwent Police,-3.270827,51.746548,On or near PEN-Y-CWM,W01001374,Caerphilly 001A,Investigation complete; no suspect identified
4710b2de18ae840882a6841c8fcc1bb4fd8c4ad679f77a5d87bc21ec5e2f16c5,2022-10,Gwent Police,Gwent Police,-2.860425,51.694038,On or near Alltybella Road,W01001565,Monmouthshire 006D,Investigation complete; no suspect identified
b388c42cbf4dffb87fc123cb311699ac2f581ff4248cf63a1b2bf3f61b8ed4da,2022-10,Gwent Police,Gwent Police,-3.197936,51.666533,On or near Tuckers Villas,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
e452ed3fa028038cbd40e0e9ef87a5cd6962a6ddb368a624da0f918b52c30003,2022-10,Gwent Police,Gwent Police,-3.236306,51.681178,On or near Bryn Teg,W01001339,Caerphilly 004D,Investigation complete; no suspect identified
52a690498ca87c2b0f3430a41cd7dacc3096c5b0346372dd3821dac6f955e39e,2022-10,Gwent Police,Gwent Police,-2.993864,51.580347,On or near Herbert Street,W01001662,Newport 018D,Investigation complete; no suspect identified
e184160268bd578969514aab53048b647e2f44e24a8271ede185f5606cee09b8,2022-10,Gwent Police,Gwent Police,-3.093701,51.534491,On or near Cypress Crescent,W01001877,Cardiff 011A,Investigation complete; no suspect identified
8f11a7384043f940cf47a39297d02c8d222bdb45a0cb080b083acc8cbbb7a891,2022-10,Gwent Police,Gwent Police,-3.142855,51.676676,On or near Commercial Road,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
47adf96ed9af66688e81d55dd9538ca16c4e974b74d06c202e5597eb31d92d55,2022-10,Gwent Police,Gwent Police,-3.283595,51.652689,On or near Station Terrace,W01001378,Caerphilly 013B,Investigation complete; no suspect identified
b53656eb712817c83b60e4aa546724842d79df4959ecf073e7ef04e5a52d7f29,2022-10,Gwent Police,Gwent Police,-2.979597,51.577985,On or near Alicia Crescent,W01001661,Newport 018C,Investigation complete; no suspect identified
83439dd283df8bafb3784dde3170c8dbf8972069c2137b904a7e3ea76dbdf14d,2022-10,Gwent Police,Gwent Police,-2.944812,51.584655,On or near Balfe Road,W01001609,Newport 015B,Investigation complete; no suspect identified
bb1b2afc6818a728966492ba6a06aaf7e33a8b753b7802a15a5dbc0742938bd6,2022-10,Gwent Police,Gwent Police,-3.022055,51.658395,On or near Plas Trosnant,W01001519,Torfaen 007A,Investigation complete; no suspect identified
3dc3bd8acfdc60a2d5315c3019f765a986adc4b8888e8f24060bbeb73a7c716d,2022-10,Gwent Police,Gwent Police,-3.006528,51.589186,On or near ,W01001603,Newport 012C,Investigation complete; no suspect identified
860585f3e2c44be8a55feb126ec1081b51816671b2d71e4a4edd864dfde020a7,2022-10,Gwent Police,Gwent Police,-2.752828,51.589460,On or near ,W01001588,Monmouthshire 010D,Investigation complete; no suspect identified
184b38043bae261e54a49fe26c4907c1eb6674b5fee86bf148eb3a16880ad8e1,2022-10,Gwent Police,Gwent Police,-3.002807,51.587365,On or near GODFREY ROAD,W01001603,Newport 012C,Investigation complete; no suspect identified
adbac5d4641221edf7af87fff0ae28af2657f10fc1995ffd6b9b1d8ef37fe663,2022-10,Gwent Police,Gwent Police,-3.097006,51.604164,On or near Commercial Lane,W01001412,Caerphilly 017B,Investigation complete; no suspect identified
d30a0471753cda72fe112c39b56e75263f7db67a5c424297481f433420822d5b,2022-10,Gwent Police,Gwent Police,-3.045205,51.662992,On or near Sycamore Place,W01001538,Torfaen 009D,Investigation complete; no suspect identified
685196b960a1505f2a33255a6132618eb8b0156ae9e8af908d4ed0dd8afbf978,2022-10,Gwent Police,Gwent Police,-2.764610,51.588817,On or near Longfellow Close,W01001598,Monmouthshire 010F,Investigation complete; no suspect identified
4b37ec02e94fe62c6054133fd7dbb697dac5a4bae04c011ee8a7d6dc09d1b2da,2022-10,Gwent Police,Gwent Police,-3.273471,51.753514,On or near Benjamin Court,W01001376,Caerphilly 001C,Investigation complete; no suspect identified
7c65ea260fa94ba0e0352a0456c1cf0abc026bdcfdc017c8d9fe4726f7bac924,2022-10,Gwent Police,Gwent Police,-2.990729,51.580221,On or near Albert Street,W01001661,Newport 018C,Investigation complete; no suspect identified
d02e2d43087745dd2252009b24423159cd4e65bc5a21efbf63901434af9ab7cd,2022-10,Gwent Police,Gwent Police,-3.129601,51.682244,On or near Rectory Road,W01001464,Blaenau Gwent 009A,Investigation complete; no suspect identified
1ae290265d21cbb76b5311d4b9a8264f78350714aaefb0e34d7f395cc29601ed,2022-10,Gwent Police,Gwent Police,-3.178691,51.674892,On or near Park Lane,W01001392,Caerphilly 009D,Investigation complete; no suspect identified
78f53ec085b4a9e9885e016344f4df9795709bde6b48f0a20f7e9d230839dcc5,2022-10,Gwent Police,Gwent Police,-3.006174,51.645629,On or near Llangorse Road,W01001508,Torfaen 013C,Investigation complete; no suspect identified
a8fd1b9efe0d168ff7ac5957025c189611c4c20892b8bd841699aaf6d32c49d3,2022-10,Gwent Police,Gwent Police,-3.029460,51.694233,On or near Maes-Y-Celyn,W01001524,Torfaen 004D,Investigation complete; no suspect identified
39ceb1090a34f318d4136c8ed7c87f36f9b70e8b00432a6ec7bbf64cbcf19217,2022-10,Gwent Police,Gwent Police,-3.048785,51.701534,On or near Wern Hill,W01001491,Torfaen 004A,Investigation complete; no suspect identified
07bb65da1b16f3b04dde5854ff9bba73f682eb176f3714327a13fd4b231a4aaf,2022-10,Gwent Police,Gwent Police,-3.037184,51.585214,On or near Church Close,W01001674,Newport 009E,Investigation complete; no suspect identified
1f7e0643179a31c4c6e8c327fb61d060e5bbbe8189ebe25b23fed3568e83b06e,2022-10,Gwent Police,Gwent Police,-2.995911,51.586840,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
b407bd78d382393a236936f816e1d7e1e41f5e8819bc57d65adaa8344efd221e,2022-10,Gwent Police,Gwent Police,-3.251530,51.657818,On or near Brynheulog Street,W01001418,Caerphilly 008E,Investigation complete; no suspect identified
764f58f3cc238cccb7a334ef5af978b3da15b475409f7b83c4dbee393b70c920,2022-10,Gwent Police,Gwent Police,-3.134340,51.731211,On or near Church Street,W01001435,Blaenau Gwent 008A,Investigation complete; no suspect identified
7ca3e6f74ed5279d5b52d6944f51afdd69178ce922d3597601cd5881a877f74b,2022-10,Gwent Police,Gwent Police,-3.243678,51.654080,On or near Cwm Calon Road,W01001432,Caerphilly 013D,Investigation complete; no suspect identified
ba08e55d7696ec1932abe51094e554486bc022657ffa2c7a4a000b793d93ec61,2022-10,Gwent Police,Gwent Police,-3.135971,51.680169,On or near Gladstone Road,W01001359,Caerphilly 006D,Investigation complete; no suspect identified
627acfc48e2bd961db8959c45f29b03df59809917c7d3114729fe3226daf1e08,2022-10,Gwent Police,Gwent Police,-3.030576,51.611465,On or near Tone Close,W01001617,Newport 003A,Investigation complete; no suspect identified
ecfa25a079b289efa136b2662a5daf1920786d2b4656819547b825c4e56057d9,2022-10,Gwent Police,Gwent Police,-3.158967,51.776873,On or near Pant View,W01001469,Blaenau Gwent 005F,Investigation complete; no suspect identified
c815cb664f8f2afcaf162963b6d9601468838ce2a6d65a7bdb01270b353c4355,2022-10,Gwent Police,Gwent Police,-3.207444,51.707581,On or near Markham Terrace,W01001334,Caerphilly 005A,Investigation complete; no suspect identified
06b1307fb2024869194c05dd20e494efda522fcbf54353adc78adb68aa8eb0b6,2022-10,Gwent Police,Gwent Police,-2.728221,51.805093,On or near Buchanan Close,W01001577,Monmouthshire 004E,Investigation complete; no suspect identified
d98b30d90d100ad7205fa90763a76495e04c16dd217b9c1efdc40097b7e828ae,2022-10,Gwent Police,Gwent Police,-2.964972,51.577009,On or near St Andrews Place,W01001642,Newport 013A,Investigation complete; no suspect identified
3a9702724048f5c63f5690da39559d6bd4b8a1fbd698e7d766e522f8df9b0ff9,2022-10,Gwent Police,Gwent Police,-3.025042,51.644657,On or near Petrol Station,W01001527,Torfaen 010C,Investigation complete; no suspect identified
de1445a0981d3c4bdb4747d2285b8fb2145f8c8b7c3e25a1e195d7d0375ea4bc,2022-10,Gwent Police,Gwent Police,-3.187916,51.680347,On or near Rhiw Syr Dafydd Hill,W01001335,Caerphilly 005B,Investigation complete; no suspect identified
3519cc71a19ff848eb5c995c626d35eb8af125ea7c63b15502bf86b4f0b72eab,2022-10,Gwent Police,Gwent Police,-3.127689,51.632638,On or near Feeder Row,W01001329,Caerphilly 014C,Investigation complete; no suspect identified
823f1dd8332f2b555efb2b5ee51a86446c3a5dd70035f362e868217032c987bb,2022-10,Gwent Police,Gwent Police,-3.040970,51.702773,On or near Commercial Street,W01001524,Torfaen 004D,Investigation complete; no suspect identified
cf26c5b2f7c67049f4e87a0b4e1621485d79e7ee70f34d17d282a94d6475196a,2022-10,Gwent Police,Gwent Police,-3.217640,51.579470,On or near Clos Maes Brag,W01001373,Caerphilly 022C,Investigation complete; no suspect identified
3ed4a2633a8ea08b7a2d3342ebbe302c4a28d8ba4d67559fdf3e6666f7e232ea,2022-10,Gwent Police,Gwent Police,-3.026958,51.608592,On or near Monnow Way,W01001617,Newport 003A,Investigation complete; no suspect identified
501e8ad2656822990404fb6ccb22ac0fa2f5f81c37f0eeb1d3b796cc09325306,2022-10,Gwent Police,Gwent Police,-3.010887,51.556652,On or near Schooner Close,W01001688,Newport 019C,Investigation complete; no suspect identified
cf405bf9dfdcd855efa6f62379e443f58bf5dd45033371e0c747c917e63b2afa,2022-10,Gwent Police,Gwent Police,-3.215835,51.551335,On or near Wenallt Road,W01001852,Cardiff 004B,Investigation complete; no suspect identified
2d9c23f3f4ea1f19c2ea08b95fc8518585f3bda5018e6a43eb2d823f30b46e21,2022-10,Gwent Police,Gwent Police,-3.010658,51.587945,On or near Fields Park Crescent,W01001603,Newport 012C,Investigation complete; no suspect identified
bafaa9842567ba45a7a47d4645eef59355d84f67ef6673fd5532401fddc6a91e,2022-10,Gwent Police,Gwent Police,-2.962916,51.595108,On or near M4,W01001614,Newport 005A,Investigation complete; no suspect identified
190476d323e92321fba7aa3c087f95448bd8647ba3cb07e56f151eec81818cd2,2022-10,Gwent Police,Gwent Police,-2.979338,51.592788,On or near Fairoak Avenue,W01001691,Newport 011D,Investigation complete; no suspect identified
bd89ef6c1a02cbd60a49f021050572ff49b05c6bd6266c6953c529c23aa18629,2022-10,Gwent Police,Gwent Police,-3.274830,51.603583,On or near ,W01001332,Caerphilly 018C,Investigation complete; no suspect identified
5541b04997f1b22360f4f5d9dbdf080298cf4c5a78422c3c5cdb3d5447b08051,2022-10,Gwent Police,Gwent Police,-3.205038,51.661164,On or near Bryn Derw,W01001349,Caerphilly 009B,Investigation complete; no suspect identified
92dbf04d94e0ab266101edfa7de2488b997f8b8bde61e31263ac9a257fb1ca72,2022-10,Gwent Police,Gwent Police,-2.763962,51.610392,On or near Caerwent Gardens,W01001542,Monmouthshire 009A,Investigation complete; no suspect identified
31154384f9f5d1fdf8f4c5c1fbfd49b99a3b2760a7715d5b40b1905b3c21fb0f,2022-10,Gwent Police,Gwent Police,-3.274210,51.595846,On or near Church Road,W01001331,Caerphilly 018B,Investigation complete; no suspect identified
d6fa00e0e8cb72a176dce4c0d19866a8fc8b27c1692251e2b5d35f64d5ca0041,2022-10,Gwent Police,Gwent Police,-2.716346,51.590938,On or near Station Road,W01001578,Monmouthshire 009C,Investigation complete; no suspect identified
0cfdb6d4e793dae45d8b025ad158468a9e4d681fa9073dacdd70f9a17c4f118e,2022-10,Gwent Police,Gwent Police,-2.981772,51.587840,On or near Llanwern Street,W01001692,Newport 011E,Investigation complete; no suspect identified
a062c6331726e2c1603728c87544691b6c7a8854589ae67ec2f4a7d2b46c7d0f,2022-10,Gwent Police,Gwent Police,-3.042269,51.715196,On or near Talfaen Close,W01001530,Torfaen 003C,Investigation complete; no suspect identified
151721a189032ed951ba4c4d8539dd784d602c33fb1678adf12311d1b1151e18,2022-10,Gwent Police,Gwent Police,-3.173114,51.658322,On or near A4048,W01001401,Caerphilly 011A,Investigation complete; no suspect identified
1445970bbfcc278fa63c3c893f280e5ec805a5383c74f7b27f93b26266c52b95,2022-10,Gwent Police,Gwent Police,-2.941483,51.587685,On or near Stanford Road,W01001609,Newport 015B,Investigation complete; no suspect identified
277c508b112991d48dc77150c4394c148766f1245e7367cdb651282b12a2a0ec,2022-10,Gwent Police,Gwent Police,-3.288179,51.765340,On or near Kings Avenue,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
28dd071af34c43f1398d4813dc2c790aaa595d696772f1247d4311081796cdb3,2022-10,Gwent Police,Gwent Police,-2.674739,51.642193,On or near Beaufort Square,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
b958571aed47f51bb6dccea5d763a30b5a56ceb5e3cc1aca449d89c5747f231e,2022-10,Gwent Police,Gwent Police,-3.185676,51.623380,On or near ,W01001430,Caerphilly 015B,Investigation complete; no suspect identified
7d7eab18fa1a01cc712a20140ca76a971518d6ff31478eb136813a1a67a306d8,2022-10,Gwent Police,Gwent Police,-3.075571,51.774743,On or near Ty Mynydd,W01001488,Torfaen 001B,Investigation complete; no suspect identified
123f3a836d39e0aea1c11ca6e668ae57c3d202f71f6a714cebc9bbc385fa83d9,2022-10,Gwent Police,Gwent Police,-3.002926,51.649101,On or near Hawarden Green,W01001507,Torfaen 008D,Investigation complete; no suspect identified
fff359914a1283e5ba4a46a4bd45f33d727bb2c13071386fda8962dd8064cd37,2022-10,Gwent Police,Gwent Police,-3.002493,51.583591,On or near York Place,W01001687,Newport 014D,Investigation complete; no suspect identified
5ad55559269543e5d4be6eb7e0ceaf03452039760ee2076a8c8a9152137dea48,2022-10,Gwent Police,Gwent Police,-2.758846,51.594574,On or near Firs Road,W01001551,Monmouthshire 010C,Investigation complete; no suspect identified
f8142b9f81d3ec46cf3528fd5507e4204abbccabe9ba52b110bd1c3e33908d82,2022-10,Gwent Police,Gwent Police,-3.078251,51.545730,On or near Walk Farm Drive,W01001657,Newport 020C,Investigation complete; no suspect identified
c59cce809d2b164a7b6f2f11c84b55e2d23ec29113c8c794c0ae2f581d7fcaea,2022-10,Gwent Police,Gwent Police,-3.210455,51.662070,On or near Clos Ceirw,W01001388,Caerphilly 007D,Investigation complete; no suspect identified
50c1613717d9ca1074f4cbcd14f8c8e0790a0fb193b53d577b771571b31b5555,2022-10,Gwent Police,Gwent Police,-3.010239,51.834099,On or near St David's Road,W01001909,Monmouthshire 002F,Investigation complete; no suspect identified
24ade7af61aa0b4f6fb58aded92f438904b467efc4f373c82412edd3284d5631,2022-10,Gwent Police,Gwent Police,-3.021502,51.653697,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
2086dc5c70e7bcdc065c7439bdc8cbf449cb9cad559c8e8206c3427399f5fcce,2022-10,Gwent Police,Gwent Police,-2.974332,51.581464,On or near Gaskell Street,W01001644,Newport 013C,Investigation complete; no suspect identified
501375f9ff3443b9f351041ab0fcaff19ae92dedd3707bc9bd6683f5724f3ed4,2022-10,Gwent Police,Gwent Police,-3.244425,51.781260,On or near ,W01001475,Blaenau Gwent 003D,Investigation complete; no suspect identified
e640e50c4bf7c8812ff05fdbdf54f5408fc7272544a031c8f7260a03fc9c1447,2022-10,Gwent Police,Gwent Police,-2.962639,51.585409,On or near Palm Square,W01001611,Newport 011A,Investigation complete; no suspect identified
90a3bd06b89437caa8bd16c14980e30d47ed4c2ac25e1ba1ea35531459855731,2022-10,Gwent Police,Gwent Police,-2.975826,51.593950,On or near Brynderwen Road,W01001691,Newport 011D,Investigation complete; no suspect identified
10dc0c4e290aa0914dd3a873381f6fc00c4616fdc325cc06e7ad065f9f84c268,2022-10,Gwent Police,Gwent Police,-2.995339,51.585136,On or near Talbot Lane,W01001687,Newport 014D,Investigation complete; no suspect identified
4efae8413bd20198ff5b0f6978eadfe2345686171c91d1ffbbf8b7ec9838aac3,2022-10,Gwent Police,Gwent Police,-3.175573,51.795653,On or near Blaina Road,W01001448,Blaenau Gwent 002C,Investigation complete; no suspect identified
c858e50bc2014e389c0ddd273e2719ecf631874fcf04a696d55bb7526cc9d595,2022-10,Gwent Police,Gwent Police,-3.024390,51.653049,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
1eea3a80f8a83ab1eacefc6a8d427c6021f20d18c5b94a3327e1488bf38414e8,2022-10,Gwent Police,Gwent Police,-3.223872,51.691559,On or near Dyffryn Street,W01001326,Caerphilly 003B,Investigation complete; no suspect identified
76d0c0c674586d09c6ebba00bd4d3b03f4a54990eb1eac039c5a935ca1bdbf71,2022-10,Gwent Police,Gwent Police,-3.264658,51.707186,On or near Mill Road,W01001360,Caerphilly 002A,Investigation complete; no suspect identified
93751efb23fc7f081c42a1efc435eb0434323ca4132a47f92a028a7e16a04c51,2022-10,Gwent Police,Gwent Police,-3.030576,51.611465,On or near Tone Close,W01001617,Newport 003A,Investigation complete; no suspect identified
a201fd2a6b8cf6154272d68bf140fba0c051214d349bc2256bfba16598d58867,2022-10,Gwent Police,Gwent Police,-3.208096,51.663057,On or near Westgil Pen Ffordd,W01001353,Caerphilly 007B,Investigation complete; no suspect identified
11b54e1b6d549d9c493e906e9e53a189ea15aebde72f6653abe50da9b7052bd2,2022-10,Gwent Police,Gwent Police,-3.202119,51.797084,On or near Heol Siloam,W01001440,Blaenau Gwent 001A,Investigation complete; no suspect identified
72ecb94d395070399119db58fd17c319d6c6354064dce414ff651e97d01214a3,2022-10,Gwent Police,Gwent Police,-3.058258,51.591455,On or near Wern Terrace,W01001672,Newport 009C,Investigation complete; no suspect identified
a73cf86401fb2a686c1ca7c350223f73f1ceaf51fb608c3f381a965127035a12,2022-10,Gwent Police,Gwent Police,-2.991684,51.592261,On or near Bond Street,W01001676,Newport 007B,Investigation complete; no suspect identified
09a39cb61700a9df33f09a17852c4e96965c13b6bdb3bdc99cc43bcb8588e7a8,2022-10,Gwent Police,Gwent Police,-3.001841,51.572987,On or near Cwrt Baydon Manor,W01001660,Newport 018B,Investigation complete; no suspect identified
6e4eb29032729a7dc24d56f9998e190039a273711569761c693ab05346913293,2022-10,Gwent Police,Gwent Police,-2.993129,51.582403,On or near King Street,W01001687,Newport 014D,Investigation complete; no suspect identified
1cdc975b28fa54c14b7f5c18877781c3fa6420d2461141ea408007fdc2d298f6,2022-10,Gwent Police,Gwent Police,-2.989128,51.571629,On or near Brunel Street,W01001660,Newport 018B,Investigation complete; no suspect identified
cd4e0081350b0ec0a8c57dd5b2c78798a041f658b246cee18df50e08a7df1db3,2022-10,Gwent Police,Gwent Police,-2.719326,51.805714,On or near Castle Close,W01001576,Monmouthshire 004D,Investigation complete; no suspect identified
f66730fdf4bd70805614012c2b3256e3f825272b1719b2b1a03fa7e76575652f,2022-10,Gwent Police,Gwent Police,-3.193886,51.651603,On or near Manor Road,W01001405,Caerphilly 011E,Investigation complete; no suspect identified
02259e5a3c7d326a2dd9cab725d9d687d5ce53391213dbe98cd4df2fde80491a,2022-10,Gwent Police,Gwent Police,-3.260358,51.741490,On or near Alfred Street,W01001374,Caerphilly 001A,Investigation complete; no suspect identified
ce266f6e7840b2d7b16c5f931c8bcab071e66d2bd966f023a86538c6ef963519,2022-10,Gwent Police,Gwent Police,-3.020258,51.658195,On or near Orchard Lane,W01001519,Torfaen 007A,Investigation complete; no suspect identified
0720233982570da322c89dfd08846c112598eafbdf5045a878669e6fddf62a46,2022-10,Gwent Police,Gwent Police,-3.063867,51.719552,On or near Clos Odyn,W01001529,Torfaen 003B,Investigation complete; no suspect identified
3162941163b5018ad82c96dab2bbed4b5c4974ec44dd828b84e5426b04fecd7b,2022-10,Gwent Police,Gwent Police,-3.280307,51.748324,On or near Board Street,W01001406,Caerphilly 001D,Investigation complete; no suspect identified
9edea966d3887ab14ac383a1ed45d56de993801d0653af6547aee00400ca443a,2022-10,Gwent Police,Gwent Police,-3.221414,51.573829,On or near St Fagans Street,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
cfd090c3d38a9abfd3d79505d1d57b93cf0784ce9e068572f838f552217601c4,2022-10,Gwent Police,Gwent Police,-2.999154,51.583377,On or near Clifton Road,W01001687,Newport 014D,Investigation complete; no suspect identified
0d0a2cf045063118e40f8a70f542527cb4f3e99113867b0737c84bcc91f2eeb5,2022-10,Gwent Police,Gwent Police,-2.971239,51.601550,On or near Burton Road,W01001615,Newport 005B,Investigation complete; no suspect identified
7d9f5fbf549856085d984a580b4ac9c6ada5ebb804bd0005231e32e1e621520e,2022-10,Gwent Police,Gwent Police,-2.967700,51.614365,On or near Lodge Road,W01001626,Newport 001D,Investigation complete; no suspect identified
99eb6fc485b23338ef1123fb2c5b29b338b77473227af8b2e8f5a05de856b941,2022-10,Gwent Police,Gwent Police,-3.126808,51.721789,On or near Eastville Road,W01001477,Blaenau Gwent 009E,Investigation complete; no suspect identified
5a4909bf65a47779bc0a5305439769939112746053653a9937e9d255459f2d99,2022-10,Gwent Police,Gwent Police,-3.177672,51.798302,On or near Chapel Street,W01001449,Blaenau Gwent 002D,Investigation complete; no suspect identified
a075a6b0e0591f3b98e4c76393e668f52219590e80ca3e28e46f4ae2e79dab4d,2022-10,Gwent Police,Gwent Police,-3.214474,51.797622,On or near Greenfield Crescent,W01001442,Blaenau Gwent 001C,Investigation complete; no suspect identified
