Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
a8912514922494a5acaa50c9a0a18ce7c7ae37d2fd03519e97e1c5c064bfbc13,2022-11,Gwent Police,Gwent Police,,,No location,,,Suspect charged
9394980828f91d7225f7e0398a0cef9d598d436e2b7e911098f172e7247a78a5,2022-11,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
1ff31a07d39321d7879790f45faa32c85ac414180291568a2e56bb12efec5c58,2022-11,Gwent Police,Gwent Police,-3.004171,51.585708,On or near William Lovett Gardens,W01001685,Newport 014B,Investigation complete; no suspect identified
95f3bd450620bc81b496116de871dbcfa9498a65bcf3ee54b311e57b1e14fb8a,2022-11,Gwent Police,Gwent Police,-3.027614,51.614629,On or near Trawsmawr Lane,W01001622,Newport 003F,Investigation complete; no suspect identified
2ac6d0da090d3e8fdde2d1bb736ec796b70c5bfd0c085d4f0b7d07a5d901f5ae,2022-11,Gwent Police,Gwent Police,-3.026958,51.608592,On or near Monnow Way,W01001617,Newport 003A,Investigation complete; no suspect identified
590fa7b4275947f8c98deea819cfc0a9a2df313fde17b8e579cdd31b59cbca5d,2022-11,Gwent Police,Gwent Police,-2.839478,51.579215,On or near Seymour Way,W01001572,Monmouthshire 011A,Investigation complete; no suspect identified
98774f14d4d8a9443ba09866aea3014faaa2bcec6c4cd3a9539c34a03c5a3e93,2022-11,Gwent Police,Gwent Police,-3.041944,51.703307,On or near ,W01001524,Torfaen 004D,Investigation complete; no suspect identified
8a405b01d6cd01b34c550b2cdf4ec948c38daff9b5fd9e33bf2d43b9c29f2ec5,2022-11,Gwent Police,Gwent Police,-2.984309,51.586335,On or near ,W01001693,Newport 013E,Investigation complete; no suspect identified
9c9090a1bcf31055ce393719c23b4e85ca199c475b4461e6c3f71e1a79895f42,2022-11,Gwent Police,Gwent Police,-3.137218,51.729217,On or near ,W01001436,Blaenau Gwent 008B,Investigation complete; no suspect identified
723cca80ddc2e128cf64f1defb1153d48024f1c70069835d70a0b69d23a9582e,2022-11,Gwent Police,Gwent Police,-3.217192,51.780636,On or near St Teilo's Close,W01001457,Blaenau Gwent 004D,Investigation complete; no suspect identified
c6d9f14702eef253fc62bf141b8dd4ac6903e1653530432cb08fd9226c3c766c,2022-11,Gwent Police,Gwent Police,-3.017745,51.821986,On or near ,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
c074227023d387b22c101f1198de4a19c6d3b68ff3f88595d8451c0f42892cae,2022-11,Gwent Police,Gwent Police,-3.031431,51.613499,On or near Trent Road,W01001621,Newport 003E,Investigation complete; no suspect identified
7fbef963020a258ad12f43cbf1565c07b55de08e237291c6c91cd138e1addb8a,2022-11,Gwent Police,Gwent Police,-3.092763,51.777813,On or near Estate Road,W01001489,Torfaen 001C,Investigation complete; no suspect identified
ce5affc61b2f81a79e467efc0fb96ccf7f59f9a83bce828989f89c9f8ecedec8,2022-11,Gwent Police,Gwent Police,-2.982654,51.596599,On or near Morden Lane,W01001675,Newport 007A,Investigation complete; no suspect identified
ebbbb8f8798001913022c23113cfece6427dd695e4bbc3c5c2d54585472cc1e2,2022-11,Gwent Police,Gwent Police,-3.039572,51.663213,On or near Heol Y Pwca,W01001539,Torfaen 009E,Investigation complete; no suspect identified
b5226eba065155cacce069ab9156bf78d3407195e1e1a4f4372ebfa2c7dd9a7e,2022-11,Gwent Police,Gwent Police,-3.243331,51.721620,On or near Commercial Street,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
4763f534ce724be74db05120815ce46f41dced38a26c83756f4e2f4e8dc86369,2022-11,Gwent Police,Gwent Police,-3.007260,51.838477,On or near Heol Poplys,W01001571,Monmouthshire 001D,Investigation complete; no suspect identified
a5d3b2588c2971dc30e84f6e0094ee2eec9d912cc770d374cce04bac3a69736b,2022-11,Gwent Police,Gwent Police,-2.977643,51.582434,On or near Liberty Grove,W01001644,Newport 013C,Investigation complete; no suspect identified
71d33b95cd17bddc84e7c7d0c55d3c215230a796898c87f1434ec046e9968d28,2022-11,Gwent Police,Gwent Police,-2.997015,51.588512,On or near Griffin Street,W01001685,Newport 014B,Investigation complete; no suspect identified
8bd5f6ce0bfb0b973a7868cde0d8b26cf1ce875268bb229ee97b8b2a2cdc6bbf,2022-11,Gwent Police,Gwent Police,-3.059337,51.588838,On or near Scholars Close,W01001672,Newport 009C,Investigation complete; no suspect identified
dd90ff501ce7c7a9239d24f16bb5fd6aa998536b8f80ad5eacc7fcad4e1b06fc,2022-11,Gwent Police,Gwent Police,-2.973531,51.614892,On or near Trinity Lane,W01001626,Newport 001D,Investigation complete; no suspect identified
b3e9332447f0f1abbf77d625a5f1e6d60cccaca2c39ecd7afb87147d354aca3c,2022-11,Gwent Police,Gwent Police,-3.223973,51.801399,On or near Glyndwr Road,W01001471,Blaenau Gwent 001E,Investigation complete; no suspect identified
836fee69f8ae876798b14ba98a0e58b38a164a5c66804991f67eb8ec6aaf3e06,2022-11,Gwent Police,Gwent Police,-3.252790,51.663677,On or near Haman Place,W01001414,Caerphilly 008A,Investigation complete; no suspect identified
0d98bd3ad9472bef7354cbd49627302299376230c321865f78f6dfb192c3e52b,2022-11,Gwent Police,Gwent Police,-3.029414,51.664786,On or near Penyparc,W01001520,Torfaen 007B,Investigation complete; no suspect identified
54ab27dea84d1b8264246e56d2e4870641c8a18976828ca483725e4b8bb92969,2022-11,Gwent Police,Gwent Police,-3.029414,51.664786,On or near Penyparc,W01001520,Torfaen 007B,Investigation complete; no suspect identified
107ce010ea4fb944e01977cdcec9490aa7002b5a490d2ab99eec13fa639c9020,2022-11,Gwent Police,Gwent Police,-3.049736,51.658204,On or near Llanderfel Court,W01001536,Torfaen 009C,Investigation complete; no suspect identified
bf4a6ccf5751901e458263a2b19286e00cdf9a3a5c590ca20982d09ec042f76d,2022-11,Gwent Police,Gwent Police,-3.256676,51.893063,On or near ,W01001897,Powys 020D,Investigation complete; no suspect identified
f77d7f10c14c0c82ecfa1ba702311349669e4f205c250ab2d3d1a52b2aab5e9a,2022-11,Gwent Police,Gwent Police,-3.086292,51.605370,On or near Severn Close,W01001408,Caerphilly 016B,Investigation complete; no suspect identified
51e7c0171a0939aa12a45617a9115bbb99143d0da7be431b6da195a4871c0d0f,2022-11,Gwent Police,Gwent Police,-3.038539,51.647145,On or near ,W01001526,Torfaen 010B,Investigation complete; no suspect identified
c5e7afc23e822c760ce951223d1ed4adc2a8c30170674fa69512a29b0852cf60,2022-11,Gwent Police,Gwent Police,-3.011330,51.825791,On or near Heol y Priordy,W01001580,Monmouthshire 002E,Investigation complete; no suspect identified
7a47ec0d7df4f5e96911254177d1100a8ce5bf75f5822e35aeaaae3069c94666,2022-11,Gwent Police,Gwent Police,-3.225811,51.801793,On or near Phillips Close,W01001471,Blaenau Gwent 001E,Investigation complete; no suspect identified
20e2af3f31601c38742168d09e596b7d4c0c7901b97a18f57ea4cbf1e1822f87,2022-11,Gwent Police,Gwent Police,-2.973240,51.580996,On or near Portskewett Mews,W01001644,Newport 013C,Investigation complete; no suspect identified
c205a2c9fcf16785d9e96b6bf6dcca41ecb3187280c1357a8a817ae7fafd4c10,2022-11,Gwent Police,Gwent Police,-3.290738,51.647161,On or near ,W01001378,Caerphilly 013B,Investigation complete; no suspect identified
55a202f8a234dca87079bb5042fd5bced0a17ca22f9d970bd9ed30f438118529,2022-11,Gwent Police,Gwent Police,-2.951305,51.592865,On or near Glanwern Rise,W01001606,Newport 008A,Investigation complete; no suspect identified
2397a9c8962e1c3388741d941b4118452784d305be2132befdbd3afcdf3a603a,2022-11,Gwent Police,Gwent Police,-2.939722,51.596088,On or near ,W01001663,Newport 008C,Investigation complete; no suspect identified
1ae6138ece437d74a388e06cf2b5262f714231e618bfaa9210a14f0fefb454ea,2022-11,Gwent Police,Gwent Police,-3.043645,51.641633,On or near Rede Road,W01001498,Torfaen 011B,Investigation complete; no suspect identified
20112a12a9f3ffc2dfce264777d8f407878818691aef0a964fd27e726ea46d0d,2022-11,Gwent Police,Gwent Police,-3.240177,51.723290,On or near Bedlwyn Road,W01001386,Caerphilly 002E,Investigation complete; no suspect identified
e3c8aab8ef0d6109c2fff08b2a209083565f3a61185b2b325dce645907190f21,2022-11,Gwent Police,Gwent Police,-3.218354,51.573807,On or near Windsor Street,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
ba2703b8d24671607fa1a82d6303bac48965b1a10ba269998856750c52bfdf7a,2022-11,Gwent Police,Gwent Police,-2.672645,51.643284,On or near Hollins Close,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
82c717170c065b0425423ae8e8f61a188aad4b68a66c3202638b0d67d140a904,2022-11,Gwent Police,Gwent Police,-3.009914,51.833167,On or near St Andrews Crescent,W01001909,Monmouthshire 002F,Investigation complete; no suspect identified
1c5f8191dfe69e9b458c38b7e6941974e52d0fe651e798396b6d1a218deb56cd,2022-11,Gwent Police,Gwent Police,-2.835185,51.579633,On or near Windsor Gardens,W01001572,Monmouthshire 011A,Investigation complete; no suspect identified
2982b31c2d05510f8a3d3591563242d61ced7db0ad24f292cd799da9a5597348,2022-11,Gwent Police,Gwent Police,-2.756258,51.594374,On or near Willow Close,W01001551,Monmouthshire 010C,Investigation complete; no suspect identified
5c4b360bb694c7c65f256af9c2e09fbe170846407734045d6630b261e1f64ae6,2022-11,Gwent Police,Gwent Police,-2.122065,52.660909,On or near Aspley Lane,E01029616,South Staffordshire 006A,Investigation complete; no suspect identified
b41f7d813a9f7e2d99ae2e71eb4dd2efb4c7032f5402b8267e5cb7b51a9ab3ec,2022-11,Gwent Police,Gwent Police,-3.058164,51.643940,On or near Cwrt Saffrwn,W01001499,Torfaen 011C,Investigation complete; no suspect identified
b02fb66652e90d958a95b13be7821bf8776c4ddf4429c7a56bf2637f0f046541,2022-11,Gwent Police,Gwent Police,-3.247218,51.723467,On or near Birchgrove,W01001386,Caerphilly 002E,Investigation complete; no suspect identified
622397c287b538633a001e69bb463a9b605bdbf14016b926cc71955b22b47f79,2022-11,Gwent Police,Gwent Police,-3.222629,51.572872,On or near Ludlow Street,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
216b0d6e1bd963377dfb985b821e66cc873572af48a281080da9e9686beaabfd,2022-11,Gwent Police,Gwent Police,-3.007116,51.833964,On or near St Davids Close,W01001909,Monmouthshire 002F,Investigation complete; no suspect identified
3b0817fb9f5c4e9d4e272c2b6b8af8d241e2a887ce6a73df099b5c2004a91db5,2022-11,Gwent Police,Gwent Police,-2.967761,51.587363,On or near Blenheim Road,W01001611,Newport 011A,Investigation complete; no suspect identified
de66c54bdd52e4b4ddac14ad60c06da1ee197fe173d7836bab02b05c8da0efb1,2022-11,Gwent Police,Gwent Police,-2.996375,51.586278,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
f331b81010a6b2cd1604a1cdb30d6214c2226cc9f2ffee1d2ea098d7064fc153,2022-11,Gwent Police,Gwent Police,-3.227514,51.648109,On or near King's Hill,W01001365,Caerphilly 012C,Investigation complete; no suspect identified
8dcf788239a12b19d83c1fc2c27617e4ac057f722edaa8388f0568e48e859f56,2022-11,Gwent Police,Gwent Police,-3.060979,51.730395,On or near Greenwood Road,W01001484,Torfaen 002C,Investigation complete; no suspect identified
6ba03faa7f0800527db4be218511b404735aded3605a524939f82d18509e0398,2022-11,Gwent Police,Gwent Police,-3.029504,51.874411,On or near ,W01001548,Monmouthshire 001B,Investigation complete; no suspect identified
9f46bdb26ba14d9268ede343caaf10a43378772d2686f8e3b36b18e967d67aa6,2022-11,Gwent Police,Gwent Police,-2.983292,51.599390,On or near Stafford Road,W01001680,Newport 007E,Investigation complete; no suspect identified
95cb02038a994e0db8a74e707c03a84b205d4edaf00ebcfabb6cd9ca7859b0fa,2022-11,Gwent Police,Gwent Police,-3.223974,51.801974,On or near Pen Y Bryn,W01001471,Blaenau Gwent 001E,Investigation complete; no suspect identified
5baa8f606fa9e2a710ba7692907707f1053802ce7ddaf254ebe864e6fb98b9fd,2022-11,Gwent Police,Gwent Police,-3.042687,51.590444,On or near Cefn Walk,W01001673,Newport 009D,Investigation complete; no suspect identified
b05ac4ba74bca881d6de7265b3ccc8c1f9a64847efbe1fb3653082b38969eb7e,2022-11,Gwent Police,Gwent Police,-3.018485,51.648724,On or near Redwick Court,W01001506,Torfaen 010A,Investigation complete; no suspect identified
a2df793be8146cdc92b31acde3f52dc7e1f7bd5513b190c8fca8551261bcb01a,2022-11,Gwent Police,Gwent Police,-2.757430,51.589287,On or near Caemawr Grove,W01001551,Monmouthshire 010C,Investigation complete; no suspect identified
a512d40e05e2f1bf71eabb1fa04e9cc3ee434623e7799c5d14413711983c8ec4,2022-11,Gwent Police,Gwent Police,-3.028524,51.555834,On or near Edmundsbury Road,W01001688,Newport 019C,Investigation complete; no suspect identified
97815214ebdaf3d7a5b5b5fa71ab97ad56042f0aa04f9542809e465cee222420,2022-11,Gwent Police,Gwent Police,-3.125879,51.620840,On or near Crosskeys,W01001354,Caerphilly 014D,Investigation complete; no suspect identified
d247d9ec71558f7ba66d61fd57ff66cb17ab2528a571eb36d4be137beaf7f0cc,2022-11,Gwent Police,Gwent Police,-3.011921,51.562308,On or near Lancers Way,W01001688,Newport 019C,Investigation complete; no suspect identified
1ce8d6c1824074ac4aa1f98ece5fad9ccd2e4f82be46b82b6c9bc13b026ecfa6,2022-11,Gwent Police,Gwent Police,-3.009226,51.572177,On or near ,W01001629,Newport 017A,Investigation complete; no suspect identified
d836b4f4c2a73916135bb69646395b40588b1bd4089e8d53f9a3d9542ccbe168,2022-11,Gwent Police,Gwent Police,-3.143830,51.664312,On or near Ebbw View Terrace,W01001383,Caerphilly 010D,Investigation complete; no suspect identified
78f2b3bdb030366fe384f8ec03b0a6b5a7645be294f543f3be39000c2565df7a,2022-11,Gwent Police,Gwent Police,-2.998701,51.613377,On or near Pilton Vale,W01001653,Newport 002C,Investigation complete; no suspect identified
b0d53d6412483a176dda31da98c947fe1086ca8a25256cdfefa68a181c5a9f3c,2022-11,Gwent Police,Gwent Police,-3.264888,51.789462,On or near ,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
dd2e837384c26935fe4e78c18ee0f23dbe15cb701b61b079ccf630efb66cef55,2022-11,Gwent Police,Gwent Police,-3.199860,51.589922,On or near ,W01001344,Caerphilly 020C,Investigation complete; no suspect identified
56257d1759563f0b8d4f7e8476dc928d278c590b2f0d2ceee3ce8fd6551b0a2f,2022-11,Gwent Police,Gwent Police,-3.264888,51.789462,On or near ,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
0c00341370698c28475e7699ba95c4a16df7539258f3dab7e5e8b297286ea8ab,2022-11,Gwent Police,Gwent Police,-3.196428,51.665820,On or near ,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
29791067a5a6e36eb6e38301645ea1e2679424d4934f4e192d7fb9b72d4b0170,2022-11,Gwent Police,Gwent Police,-3.245524,51.771383,On or near The Circle,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
05ee30ee1808164a046f14e73e6fb20d3c827c8cf0698f05cca42408f2135456,2022-11,Gwent Police,Gwent Police,-2.972783,51.583257,On or near Dewstow Street,W01001644,Newport 013C,Investigation complete; no suspect identified
41a7c045ac3c712c48eee0c9cc186bd9d77221e3a4380392301ef999ca3bcb95,2022-11,Gwent Police,Gwent Police,-3.015148,51.567280,On or near Maesglas Grove,W01001634,Newport 019B,Investigation complete; no suspect identified
c7d2ccb0e6e5091aaec42b8b20f5d61bb3338fe0786fcb49d8334ba23a762527,2022-11,Gwent Police,Gwent Police,-3.026958,51.608592,On or near Monnow Way,W01001617,Newport 003A,Investigation complete; no suspect identified
8972d7dfcdaf75949ae0614d5110a89c0ff0c74ce92fa5eec94f77d810e80d3b,2022-11,Gwent Police,Gwent Police,-3.221693,51.642847,On or near The Crescent,W01001369,Caerphilly 012D,Investigation complete; no suspect identified
c332fb3dd8b0e08bec353a53c46a6a2ad2246f2bc587baa3f8ac72fedd9388eb,2022-11,Gwent Police,Gwent Police,-3.249003,51.779295,On or near Deighton Close,W01001480,Blaenau Gwent 003E,Investigation complete; no suspect identified
ae281247288d7714ec3b59eb4bae97685f05ec3a36a78de1ca00922c8de3bc56,2022-11,Gwent Police,Gwent Police,-3.031866,51.646683,On or near Wordsworth Close,W01001528,Torfaen 010D,Investigation complete; no suspect identified
a36b12a9a353859fd00bca6c83472ecd2c9bea08c0484f41f8f3ca135330f2ec,2022-11,Gwent Police,Gwent Police,-2.963262,51.587562,On or near Mansel Street,W01001611,Newport 011A,Investigation complete; no suspect identified
c719f346ebd3308e6cdd6d2a6b763346cb10c80571f480b11fa517f25a208332,2022-11,Gwent Police,Gwent Police,-2.941483,51.587685,On or near Stanford Road,W01001609,Newport 015B,Investigation complete; no suspect identified
c15439a6e85e03e1d53b7ead217f1fbc695e5bd14ce361df54b4e220da0a17e3,2022-11,Gwent Police,Gwent Police,-3.037671,51.648978,On or near Elan Walk,W01001526,Torfaen 010B,Investigation complete; no suspect identified
3809bbd154518072824fdb753dca0e77f0f6b3d9c6cebd8ec4ff13af581a6b8d,2022-11,Gwent Police,Gwent Police,-3.238661,51.684264,On or near Park View,W01001339,Caerphilly 004D,Investigation complete; no suspect identified
865d5fbe497dad49b683fb0432b4b21ea48684d00d07be11faacb1d1746605cf,2022-11,Gwent Police,Gwent Police,-3.230361,51.758479,On or near Brompton Place,W01001463,Blaenau Gwent 006B,Investigation complete; no suspect identified
b83366452d334cc3a0aa711e4a0b7fab333449316ca5ff9e5c473849d9d9ab44,2022-11,Gwent Police,Gwent Police,-2.674500,51.642698,On or near Hocker Hill Street,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
706fb17c3b0d291d779a9d4f8ac96d522f2ffd06ed7f33726225076aad8c182e,2022-11,Gwent Police,Gwent Police,-3.037053,51.642816,On or near Ton Road,W01001532,Torfaen 010E,Investigation complete; no suspect identified
bad7ee0144b8ea702d9346252cc1a9dc367810f272062a8433b79abfd4d7de32,2022-11,Gwent Police,Gwent Police,-2.944812,51.584655,On or near Balfe Road,W01001609,Newport 015B,Investigation complete; no suspect identified
8047be274441fb2364e55fe833d2d56937842aa9ec713914eec00a08170b5577,2022-11,Gwent Police,Gwent Police,-3.027048,51.659880,On or near Cae-Yr-Ebol,W01001522,Torfaen 007D,Investigation complete; no suspect identified
087dc123d8445403435aafe01826f4bb59b02f208ff6dccfde2f6498028279e7,2022-11,Gwent Police,Gwent Police,-3.001125,51.648684,On or near Twm Barlwm View,W01001507,Torfaen 008D,Investigation complete; no suspect identified
884494fec3a10c1e16cb3288d6063b8c956b5d9c58b4d2c16bad46ff11abdc63,2022-11,Gwent Police,Gwent Police,-3.240666,51.719994,On or near ,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
f78127facf8f6d11d661061638b80e3d25669c763b185477cc6daa2bc883d406,2022-11,Gwent Police,Gwent Police,-3.039572,51.663213,On or near Heol Y Pwca,W01001539,Torfaen 009E,Investigation complete; no suspect identified
643c73fda6c12e1ab3dc0b713b20f393c7afb0e8a08243af982db39ca4d0b931,2022-11,Gwent Police,Gwent Police,-3.134951,51.684494,On or near Lloyd Avenue,W01001464,Blaenau Gwent 009A,Investigation complete; no suspect identified
971b0e6854e49d177590761dfae305deeb84c1117a69e91e6d952711ed7af635,2022-11,Gwent Police,Gwent Police,-3.209750,51.674136,On or near Bedwellty Road,W01001352,Caerphilly 007A,Investigation complete; no suspect identified
ea8503e35469b6a889831a2e8bfe280537e4aac1735d6d0f4c0163fcf7631f17,2022-11,Gwent Police,Gwent Police,-3.009954,51.584193,On or near Bolton Road,W01001605,Newport 014A,Investigation complete; no suspect identified
bd840783c1d2017f6589adc957772c3acb8546c1f99757e340de1684e9055bfd,2022-11,Gwent Police,Gwent Police,-2.987129,51.575944,On or near Constables Close,W01001659,Newport 018A,Investigation complete; no suspect identified
3ddc2d2725e9a37faed0356e900b1c2ea5dfb6f24b8b42dac1c777ee3ba57dab,2022-11,Gwent Police,Gwent Police,-3.033338,51.611630,On or near Helford Square,W01001619,Newport 003C,Investigation complete; no suspect identified
119a597633b65edf973ab4f53724a8e5ccbf045fd6393fb1caed5f5e4cc957f6,2022-11,Gwent Police,Gwent Police,-3.044902,51.652304,On or near Bowleaze,W01001503,Torfaen 009B,Investigation complete; no suspect identified
ea46c24048d7d50ca06c0f95758aba1d33a9b7b2e05e0e26c80b1555f3c21b5a,2022-11,Gwent Police,Gwent Police,-3.207887,51.581783,On or near Lon Yr Odyn,W01001421,Caerphilly 022E,Investigation complete; no suspect identified
e44282b9099c5759e06d5116d42cf9275644a782c6048640a126322cd1a66ecc,2022-11,Gwent Police,Gwent Police,-3.025322,51.647459,On or near Oak Street,W01001527,Torfaen 010C,Investigation complete; no suspect identified
be84df1c311a13af30ab0b4965f43d3f158019e8d5cfc0c9d8858e0ab7f813c8,2022-11,Gwent Police,Gwent Police,-2.995745,51.587830,On or near Skinner Lane,W01001687,Newport 014D,Investigation complete; no suspect identified
d311c59f065b1e6b8bd21c7bd6360a734e0924858460eed7459461e2cde439bd,2022-11,Gwent Police,Gwent Police,-3.203211,51.770557,On or near Lon Y Felin,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
622fedc43b8e5c41f5f71ad44c89e72ee86dd6d1dbde05d58b3002639ceb92ba,2022-11,Gwent Police,Gwent Police,-3.232882,51.575291,On or near ,W01001423,Caerphilly 024B,Investigation complete; no suspect identified
61231220aebc0d90420e4bbe655f9a567c543709e0ab2c1b8f2266cf6e2ecd04,2022-11,Gwent Police,Gwent Police,-1.412023,51.594882,On or near Clements Close,E01028758,Vale of White Horse 014C,Investigation complete; no suspect identified
f5b8d369d863f657e42797cb5648974a8ad971c7ea5338d4460aceff703f613e,2022-11,Gwent Police,Gwent Police,-2.931192,51.597630,On or near Howe Circle,W01001663,Newport 008C,Investigation complete; no suspect identified
5888c2288531180002453801b96234bb6018df2201aeeffb2801ffc798d3cc25,2022-11,Gwent Police,Gwent Police,-3.247218,51.723467,On or near Birchgrove,W01001386,Caerphilly 002E,Investigation complete; no suspect identified
5a14d82bb230108e025334787d6db5ae43cca50b98f68df57233ac8af09dba16,2022-11,Gwent Police,Gwent Police,-2.757047,51.593191,On or near Maple Close,W01001551,Monmouthshire 010C,Investigation complete; no suspect identified
3d0e48c5e18c3a349265efb501e76bda408947ab497f7e262734b0f529470862,2022-11,Gwent Police,Gwent Police,-2.961436,51.596829,On or near Romney Close,W01001614,Newport 005A,Investigation complete; no suspect identified
3bcc52c6e30ec3ccce8166ccad8adac6a1c70110ef3f95c3ff2c7f0ccbfb7bad,2022-11,Gwent Police,Gwent Police,-3.072794,51.606132,On or near Mountside,W01001407,Caerphilly 016A,Investigation complete; no suspect identified
307bc78f86b73083ac090503f683d5c465fab3183d2a1e93ae4e0f7bb58c8cc2,2022-11,Gwent Police,Gwent Police,-3.234901,51.718823,On or near Bedwellty Road,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
7fd4dd1a9982c69db913dd8d142139c56a87af38ab020aaa2c86b52883cebb12,2022-11,Gwent Police,Gwent Police,-2.950260,51.577381,On or near Fosse Close,W01001646,Newport 015E,Investigation complete; no suspect identified
356da8dcb58e0ebc37c0e0c05f2257d3dc2528cd51d80f83c648e68844be113b,2022-11,Gwent Police,Gwent Police,-3.143830,51.664312,On or near Ebbw View Terrace,W01001383,Caerphilly 010D,Investigation complete; no suspect identified
f8e5bd695e2864c37394ee194e02c9c23a9377c4293c0da727aecc3d2d6c98ba,2022-11,Gwent Police,Gwent Police,-2.984802,51.593102,On or near Gloster Street,W01001676,Newport 007B,Investigation complete; no suspect identified
79e41523bdb8db8c97f93c14406ebf32877aca39b8dbf245568d6818a94f0e3e,2022-11,Gwent Police,Gwent Police,-2.864693,51.686454,On or near Llanllowell Lane,W01001565,Monmouthshire 006D,Investigation complete; no suspect identified
64d8f4ac27f9f0a497360916f0003a0b9069eea60888388fee036a5f284b0ffa,2022-11,Gwent Police,Gwent Police,-3.002993,51.589243,On or near Serpentine Road,W01001603,Newport 012C,Investigation complete; no suspect identified
1e6a0a28a182fa2fa587a67f9f75dff3135f00fca8791585525320c4b0cb3512,2022-11,Gwent Police,Gwent Police,-2.994842,51.597378,On or near Adelaide Street,W01001681,Newport 006B,Investigation complete; no suspect identified
1e203aca9d273c861978bbc7f929e760b42b6b5a4ceaf8427e6a21d8d29e2c0b,2022-11,Gwent Police,Gwent Police,-3.211804,51.786743,On or near Cemetery Road,W01001458,Blaenau Gwent 004E,Investigation complete; no suspect identified
49de3459bfa1af771ea984c8e837909ef0d296b5aafd449a82b254b85a4df20b,2022-11,Gwent Police,Gwent Police,-3.005446,51.663043,On or near HOLLY LODGE GARDENS,W01001494,Torfaen 008B,Investigation complete; no suspect identified
e1b97986e69f966080f707394f7c58678a3b103ddc9f97c4c70d51d6ff649fce,2022-11,Gwent Police,Gwent Police,-2.671898,51.640699,On or near STATION ROAD,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
4e533d952d6977ab71a25d306916838e58d1a0cff317e77f8d4b8a81baa17210,2022-11,Gwent Police,Gwent Police,-3.226813,51.800227,On or near Winterson Close,W01001470,Blaenau Gwent 001D,Investigation complete; no suspect identified
692691874b5e89bf25a45a79947ccf6efea11ee329f56070eec23cfa2e4a3ae6,2022-11,Gwent Police,Gwent Police,-3.128647,51.620013,On or near Woodward Avenue,W01001355,Caerphilly 015A,Investigation complete; no suspect identified
5e41005af467fbb87e217e5b1c94eb1f86130353e324badda361fb2fe98e48d1,2022-11,Gwent Police,Gwent Police,-3.271028,51.602363,On or near Gelli Terrace,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
5e880a24e481ea875f82454f6a5e75d91756c3eebde4f9aa6eae8c11c3cafcd9,2022-11,Gwent Police,Gwent Police,-3.031358,51.612195,On or near Tone Square,W01001617,Newport 003A,Investigation complete; no suspect identified
78ffd64f25e8d5eeb9735ee4aa21633bdcbb4a18c65751ab2a7c9843a91711d0,2022-11,Gwent Police,Gwent Police,-2.830398,51.594071,On or near St Bride's Road,W01001573,Monmouthshire 011B,Investigation complete; no suspect identified
77a564e473b29e2cb98d5163216e501a3ce7b9a5b4daae2d749433c2cd779b94,2022-11,Gwent Police,Gwent Police,-3.241639,51.686283,On or near Heol Cae-Derwen,W01001339,Caerphilly 004D,Investigation complete; no suspect identified
87714b9a9ce2416f62cd711ce669de42011a32893fcbc272d6b3868579157c6a,2022-11,Gwent Police,Gwent Police,-3.133436,51.682890,On or near Baillie Smith Avenue,W01001464,Blaenau Gwent 009A,Investigation complete; no suspect identified
723fa7b48d91045afeaab422bcc4bd3f96fc85662ec3ef86bbe5cbd3563f3adf,2022-11,Gwent Police,Gwent Police,-3.264273,51.785723,On or near Rose Farm,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
646acd84ca23b96d3cee29323f1bf73015c9e7870fab5b6dbbe0bcb0679231c1,2022-11,Gwent Police,Gwent Police,-2.993517,51.580979,On or near ,W01001662,Newport 018D,Investigation complete; no suspect identified
07948ce16536dd3d636b8064cf9130cd1a883d21877303f7ac134651c031668d,2022-11,Gwent Police,Gwent Police,-3.051121,51.709300,On or near Merchant's Hill Close,W01001523,Torfaen 004C,Investigation complete; no suspect identified
e0fa073155fe98f8567f730c808a037a179b4db05f8b04ec9bac2e67a2364388,2022-11,Gwent Police,Gwent Police,-3.022001,51.562742,On or near Kestrel Way,W01001689,Newport 019D,Investigation complete; no suspect identified
376d196f8bc6e959996947e17d5bfd5d5f40d847395eb8d22c1dada4905ebb61,2022-11,Gwent Police,Gwent Police,-3.049159,51.645109,On or near Ton Road,W01001497,Torfaen 011A,Investigation complete; no suspect identified
