Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
8f61cb4f1e556120622564363eb05d096729dd0ad827ab54cd25bfaf33aaa391,2022-12,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
8ba190ded4153c2c39b02de1aba9c7fb28fddbff72ba8d8c7c57280bb0830964,2022-12,Gwent Police,Gwent Police,-3.043273,51.639928,On or near Willins,W01001492,Torfaen 012A,Investigation complete; no suspect identified
217ae48e86d0518c36a22fa8935af7cc4ef54c5dcd4abc0ce14447b9500cbc72,2022-12,Gwent Police,Gwent Police,-2.677153,51.640336,On or near ,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
d5f2b926e6c85632f9b7fa351da20d5218271342b2667eae7fc73a947e47a527,2022-12,Gwent Police,Gwent Police,-2.931284,51.599994,On or near The Coldra,W01001663,Newport 008C,Investigation complete; no suspect identified
412c6aa58f3247b74dc67137353fd7bcb53c5623c00ef689d612ecc411dd0471,2022-12,Gwent Police,Gwent Police,-3.175601,51.612530,On or near ,W01001430,Caerphilly 015B,Investigation complete; no suspect identified
bdebd6138404c63e58fe16855653a0525c7f519f83ce9b0f28a4c67056ca8d7a,2022-12,Gwent Police,Gwent Police,-2.991446,51.580655,On or near Mountjoy Street,W01001662,Newport 018D,Investigation complete; no suspect identified
feec029a76a5d18efb9749a0a3c9b18fa5ba72046b5757bab6c330c8d1cbef92,2022-12,Gwent Police,Gwent Police,-3.027327,51.653062,On or near ,W01001528,Torfaen 010D,Investigation complete; no suspect identified
7ba15f7de9fb5d986ccbbeb505508e94b1bf91d5fca7f9bc68178ebd3d519528,2022-12,Gwent Police,Gwent Police,-2.897237,51.704561,On or near Black Barn Close,W01001597,Monmouthshire 006F,Investigation complete; no suspect identified
fa0e5c374c321368ef96fe8d9d62bb1f3c5f9fe5090d5215a58cd210d546ea3d,2022-12,Gwent Police,Gwent Police,-3.008120,51.585467,On or near Burleigh Road,W01001603,Newport 012C,Investigation complete; no suspect identified
4b9ea07ef38ebca6b1c77fbffac30788fd6e72f0e7d8647d3404b430a49d34e2,2022-12,Gwent Police,Gwent Police,-2.990997,51.581261,On or near Drovers Mews,W01001662,Newport 018D,Investigation complete; no suspect identified
8a8bf9e3d9b3b21395327adde7526d8b040efb6fbce4dc42db80bb2bd613e030,2022-12,Gwent Police,Gwent Police,-3.001841,51.572987,On or near Cwrt Baydon Manor,W01001660,Newport 018B,Investigation complete; no suspect identified
e30c1b323c623d330323bd5276c09a401650e8dfd7fb801d212db5a645cc1db8,2022-12,Gwent Police,Gwent Police,-3.206140,51.661279,On or near Cwrt Bryn Y Grug,W01001349,Caerphilly 009B,Investigation complete; no suspect identified
459894d2029b96dcc390f41f423712e28e01f803555845c909696aff7fd097d7,2022-12,Gwent Police,Gwent Police,-3.185544,51.662100,On or near Penmaen Road,W01001392,Caerphilly 009D,Investigation complete; no suspect identified
a560f918bb45de554bf050e348537d5036f8b90e25390b487625c72f88cb4466,2022-12,Gwent Police,Gwent Police,-3.020971,51.644215,On or near ,W01001504,Torfaen 013A,Investigation complete; no suspect identified
272236993a3a626b0c6b5ce7330927c3a8337f51bb02632ba57f4e1eb4dc8d93,2022-12,Gwent Police,Gwent Police,-3.016441,51.637484,On or near Abbey Green,W01001505,Torfaen 013B,Investigation complete; no suspect identified
74f48c1ca51d98733cb4a240e459b924424075d42a5543b475f34bcc4040cb81,2022-12,Gwent Police,Gwent Police,-2.895555,51.707334,On or near Castle Wood,W01001597,Monmouthshire 006F,Investigation complete; no suspect identified
1e52624d6f7de11a829123e624fdcc75b4715310913cbdc0fa6f694535b548c2,2022-12,Gwent Police,Gwent Police,-3.022083,51.652559,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
eab18bef9d49020adbb921930030caa27e97d767927505c3f8bb579c91cb7610,2022-12,Gwent Police,Gwent Police,-2.939722,51.596088,On or near ,W01001663,Newport 008C,Investigation complete; no suspect identified
3a8c8eb3e43200299dd9129f364c9c8264d5234995367fa5932b1865c4eb7348,2022-12,Gwent Police,Gwent Police,-3.245817,51.775193,On or near ,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
9d08aefe02a6b0bf50b1f81694471dca24019c0d997a6c640fb146d76b6c2444,2022-12,Gwent Police,Gwent Police,-3.245286,51.778022,On or near Church Street,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
da193ae912837ca624696e2af1edc75548f846d098653a8caae15f241c5f7f23,2022-12,Gwent Police,Gwent Police,-3.049706,51.658789,On or near Tern Court,W01001536,Torfaen 009C,Investigation complete; no suspect identified
3a052e03e778bb61174d1a5fe96ae065d88f8879363ae539e9de8c4ca2c31529,2022-12,Gwent Police,Gwent Police,-3.024476,51.561165,On or near Jamaica Grove,W01001913,Newport 020F,Investigation complete; no suspect identified
7a98873f89d14d8350645828473b64e6f08af650028623b746c06610e5931c0d,2022-12,Gwent Police,Gwent Police,-2.957737,51.718676,On or near ,W01001560,Monmouthshire 006C,Investigation complete; no suspect identified
2af6187dd49a41933cc565627d7401305df73365da7535db51665ac1b92abe3a,2022-12,Gwent Police,Gwent Police,-3.196269,51.670200,On or near Lle'r Hen Ysgol,W01001347,Caerphilly 005C,Investigation complete; no suspect identified
14b9528187d1fbd6111cab83fe4c1a38cd217f2f083c0d40b6670bc6d05dfb8d,2022-12,Gwent Police,Gwent Police,-3.227552,51.572434,On or near Nant Ddu,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
5b29a14d761f1c0177be7a1f00e89fd50d58394d70158ade6a4e7fc3bbcdff3c,2022-12,Gwent Police,Gwent Police,-3.068130,51.724774,On or near Devon Place,W01001486,Torfaen 002E,Investigation complete; no suspect identified
79dea033dd6a82c6ed8cb99e9054ec3ff5a0f13d64da047db39c5c0b01832581,2022-12,Gwent Police,Gwent Police,-2.671439,51.641178,On or near ,W01001587,Monmouthshire 008C,Investigation complete; no suspect identified
b9c8bc344a3da23c35dcdb82d4066e449d5274c91093b9a61a10c03575f5c612,2022-12,Gwent Police,Gwent Police,-3.085298,51.772972,On or near Ivor Gardens,W01001489,Torfaen 001C,Investigation complete; no suspect identified
ea830bae9a2c7bf209e3284e7d636634c2c2fcddc274edbb05bf64471dcb7a21,2022-12,Gwent Police,Gwent Police,-2.995594,51.588847,On or near Upper Dock Street,W01001685,Newport 014B,Investigation complete; no suspect identified
371abc0232187841c6a87f4344d3e1765672d6c52414a736d06518393faf723a,2022-12,Gwent Police,Gwent Police,-3.198861,51.669257,On or near Oak Street,W01001347,Caerphilly 005C,Investigation complete; no suspect identified
6e385c8cea0ba4e869e40bf6636dae0046ddd51efed18b705ad7b5f7d1a4ee39,2022-12,Gwent Police,Gwent Police,-2.997015,51.588512,On or near Griffin Street,W01001685,Newport 014B,Investigation complete; no suspect identified
49877e2cb20c9efe10a6d41d8a250cf2ec9da7803603d020348c3333e5b8cb95,2022-12,Gwent Police,Gwent Police,-3.076285,51.597459,On or near Meadowlands Drive,W01001636,Newport 020A,Investigation complete; no suspect identified
add1d7e2ded1c8d8f0e71fdd5166bf752724f454805384287ecad040027986e5,2022-12,Gwent Police,Gwent Police,-3.016768,51.654709,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
ba0a1148217ea0fb40a0d89157000cd35e9a788e4b0470ad0a7b419f07678a83,2022-12,Gwent Police,Gwent Police,-3.375387,51.677537,On or near Bailey Street,W01001211,Rhondda Cynon Taf 008C,Investigation complete; no suspect identified
fa4aa8bb0e6f4782f03ad009e73acda09fdd1b069086b5288698dc7ed0aa9563,2022-12,Gwent Police,Gwent Police,-3.085298,51.772972,On or near Ivor Gardens,W01001489,Torfaen 001C,Investigation complete; no suspect identified
64fa80446affe1f82c807c08eda6853b5eb18cbef06c8f464389a8c81d7a1ebc,2022-12,Gwent Police,Gwent Police,-3.237201,51.771238,On or near Pretoria Terrace,W01001463,Blaenau Gwent 006B,Investigation complete; no suspect identified
d265315313930a0f5f8bb94792fa05a184e1109e21f522ee631c0af408b83778,2022-12,Gwent Police,Gwent Police,-3.218115,51.583215,On or near Acre Close,W01001372,Caerphilly 022B,Investigation complete; no suspect identified
2990ecc6a1256b3ad15e51cb5de9caebde99690eaa0108cb48128fa6d44645de,2022-12,Gwent Police,Gwent Police,-3.294338,51.649253,On or near Llwyncelyn Terrace,W01001379,Caerphilly 013C,Investigation complete; no suspect identified
d2b38eb795a4f5a626a023b08794144b8c3c93dbe7442858783bdddda4c440a6,2022-12,Gwent Police,Gwent Police,-3.044902,51.652304,On or near Bowleaze,W01001503,Torfaen 009B,Investigation complete; no suspect identified
14617376d3949c6f33da63f0c2dbc5f039146b2a6ed594dd5ae426d177cc6884,2022-12,Gwent Police,Gwent Police,-2.990649,51.590490,On or near St Vincent Road,W01001693,Newport 013E,Investigation complete; no suspect identified
53af9ea62a396c9c22a2ee7e28c135afb64ef6d994b20ace8f94a9025429e57f,2022-12,Gwent Police,Gwent Police,-2.995745,51.587830,On or near Skinner Lane,W01001687,Newport 014D,Investigation complete; no suspect identified
ccd01593b1db7b40937ce862209ed366f3af11f90c448b08bfc8483a7c300d21,2022-12,Gwent Police,Gwent Police,-2.718873,51.807371,On or near Cinderhill Street,W01001576,Monmouthshire 004D,Investigation complete; no suspect identified
ed02c66724de10fa4a65b5b9ab1ddfd42d47c7ae58f1a509152fd5d6583d77ca,2022-12,Gwent Police,Gwent Police,-3.195555,51.673274,On or near Parklands,W01001347,Caerphilly 005C,Investigation complete; no suspect identified
9de3beb28835f2b221c414f1d3dffc0fdc25cf6e263dc12339f2f89a51a40c92,2022-12,Gwent Police,Gwent Police,-3.272132,51.603664,On or near Tan-Y-Bryn,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
88b8faef64eb92849ce645c9f72a87170a080ac5aa2871dfc7b8faa136c56554,2022-12,Gwent Police,Gwent Police,-3.220371,51.660349,On or near Gellihaf Road,W01001389,Caerphilly 007E,Investigation complete; no suspect identified
e6392c22c9b5d71f1b3362832daaf535f426a66101f35197e4b976c55a0b1d3a,2022-12,Gwent Police,Gwent Police,-3.000123,51.645861,On or near B4236,W01001508,Torfaen 013C,Investigation complete; no suspect identified
20ea59e92464a4871b37f74eaa87f67f541403044f150df3629c4b4b6d9750f7,2022-12,Gwent Police,Gwent Police,-3.279881,51.753733,On or near Moriah Street,W01001376,Caerphilly 001C,Investigation complete; no suspect identified
a682864e1c638916009bc6e6bf34236f9918f97d78100122a9df7a0971ae6308,2022-12,Gwent Police,Gwent Police,-3.044408,51.707534,On or near Michael Way,W01001524,Torfaen 004D,Investigation complete; no suspect identified
aa44eb99d3b73e69b745fcfa7ac1930b25a701a97fde7f4061504a65c2f0ee32,2022-12,Gwent Police,Gwent Police,-2.997015,51.588512,On or near Griffin Street,W01001685,Newport 014B,Investigation complete; no suspect identified
ac9cb1ace88c85bae2bd901546347af460a29ca8abfff83e5f98acefbe2b0f2b,2022-12,Gwent Police,Gwent Police,-3.031616,51.612112,On or near Tone Road,W01001617,Newport 003A,Investigation complete; no suspect identified
c06f8cd22bd951216e0b9e749a967aff806cc2272e49de61e02bc4be00384e67,2022-12,Gwent Police,Gwent Police,-3.020617,51.823238,On or near Lewis's Lane,W01001557,Monmouthshire 001C,Investigation complete; no suspect identified
071d7ab98ca1b6ed3ea0590cce3297b83667e9bcdf0db5880ed57b6c16f315a9,2022-12,Gwent Police,Gwent Police,-3.176064,51.797189,On or near ,W01001467,Blaenau Gwent 005D,Investigation complete; no suspect identified
bc71b36b32891b2e5b53218ffdfdcaf1c1525826262e6cb14c61fe49c288cce3,2022-12,Gwent Police,Gwent Police,-3.064184,51.531247,On or near Blacktown Gardens,W01001658,Newport 020D,Investigation complete; no suspect identified
c5243c2ed5e520b89aef8571752ebddabb832bfce61202594178bbb8fe3268b2,2022-12,Gwent Police,Gwent Police,-3.245803,51.721495,On or near Sunnybank,W01001386,Caerphilly 002E,Investigation complete; no suspect identified
e026de4adb5fab4fcf604464e30b6fd18f3792862c2ea8b3eca0b0e44b56dac5,2022-12,Gwent Police,Gwent Police,-3.058640,51.592998,On or near The Uplands,W01001672,Newport 009C,Investigation complete; no suspect identified
515b06ed2fd620bb83658edcb4b1979efcc19cc8a8b3cc5d44ea85eb2492f559,2022-12,Gwent Police,Gwent Police,-3.001125,51.648684,On or near Twm Barlwm View,W01001507,Torfaen 008D,Investigation complete; no suspect identified
0aa213aa5d3763be24bd86153096557dce7c6fe19e91ad535a07799f3fca8a15,2022-12,Gwent Police,Gwent Police,-3.190279,51.667339,On or near St David's Avenue,W01001392,Caerphilly 009D,Investigation complete; no suspect identified
06d6d7c430719c46386e3b7211790026481c3ba28f3f2fb5d2c980ce7417ac5c,2022-12,Gwent Police,Gwent Police,-2.671097,51.624582,On or near Somerset Way,W01001593,Monmouthshire 008E,Investigation complete; no suspect identified
7f95f270569a12dc8bb7c6ef900460a1ff7183fc122ddc1f2384171e6bf4dfa5,2022-12,Gwent Police,Gwent Police,-3.010483,51.569658,On or near Bideford Road,W01001633,Newport 019A,Investigation complete; no suspect identified
d3a6df5836afd137bba5c67d441ca5bca75479a4c5aeb32b906617a406f7296f,2022-12,Gwent Police,Gwent Police,-3.101447,51.824307,On or near Orchard Close,W01001561,Monmouthshire 003A,Investigation complete; no suspect identified
54d2e8a014fd1849c7e800d33035882964a8c56ce25414d9b621cd65c027266f,2022-12,Gwent Police,Gwent Police,-3.041025,51.639580,On or near Tillsland,W01001492,Torfaen 012A,Investigation complete; no suspect identified
26fee1262cc3855b3174c723b5e56e47b8dfaa5b33e17cee65e0e4a40d298242,2022-12,Gwent Police,Gwent Police,-2.978998,51.586379,On or near Halstead Street,W01001690,Newport 013D,Investigation complete; no suspect identified
30daeca484b821e295db82994be1cd178bb6abe2d84e6a386b75e3a5ecda2ae0,2022-12,Gwent Police,Gwent Police,-2.982854,51.580422,On or near Mariners Court,W01001661,Newport 018C,Investigation complete; no suspect identified
849ca16f36a956d32a08ffea6755252830d1e6bcb2ea4ccc85f38900fa637a0b,2022-12,Gwent Police,Gwent Police,-2.990729,51.580221,On or near Albert Street,W01001661,Newport 018C,Investigation complete; no suspect identified
f399edf1296d223da8db2100fdc5dd879e322480897e4788f17aea207d7155b1,2022-12,Gwent Police,Gwent Police,-3.078251,51.545730,On or near Walk Farm Drive,W01001657,Newport 020C,Investigation complete; no suspect identified
511990e0cc321fa23742b9964665c5010bff31fae8b97bff7da246a413020a42,2022-12,Gwent Police,Gwent Police,-3.028847,51.695902,On or near Maesderwen Crescent,W01001524,Torfaen 004D,Investigation complete; no suspect identified
d5a636e89201e2b9d49162171c2f3884dfe907424422d8b91e2a0f66b9c2f453,2022-12,Gwent Police,Gwent Police,-2.764240,51.608008,On or near Bishop Close,W01001542,Monmouthshire 009A,Investigation complete; no suspect identified
18247c215b3d9a7f2ee94a7f0572602917f9f593a670472073503e9729a194b5,2022-12,Gwent Police,Gwent Police,-3.209941,51.578147,On or near Alexander Court,W01001422,Caerphilly 022F,Investigation complete; no suspect identified
68b75315afd67369c82a2ce64fb11d395f847792326fe435c35d89e7a4c2c1b8,2022-12,Gwent Police,Gwent Police,-3.096608,51.611011,On or near Pine Close,W01001409,Caerphilly 016C,Investigation complete; no suspect identified
ef7d191cc0d6c08521caf6267bcb4e7a296cb9dbdd5f82c4cac612605a1b4bf2,2022-12,Gwent Police,Gwent Police,-2.958353,51.589598,On or near Lawrence Hill Avenue,W01001608,Newport 008B,Investigation complete; no suspect identified
e341d242c8a01a1b5a69313f10d10102e27070e03b2667aff31b4fa4ae22651f,2022-12,Gwent Police,Gwent Police,-2.748231,51.593464,On or near Llanthony Close,W01001543,Monmouthshire 009B,Investigation complete; no suspect identified
523a192f28d1bb836cc67471e87d7723c75f53dc06a38e49822c61e6cdf925d3,2022-12,Gwent Police,Gwent Police,-2.939722,51.596088,On or near ,W01001663,Newport 008C,Investigation complete; no suspect identified
1422f6af22a527711d847bbdcfabd0289d231b5edbd77630389ecb853db8fc4c,2022-12,Gwent Police,Gwent Police,-3.060035,51.645443,On or near Ty Canol Way,W01001500,Torfaen 011D,Investigation complete; no suspect identified
55891c99e2ab1cb69f8c4557f822a707ceb0ec3ccdaeb0226c8f36ec32133137,2022-12,Gwent Police,Gwent Police,-2.726569,51.806110,On or near St Dial's Close,W01001577,Monmouthshire 004E,Investigation complete; no suspect identified
f4276b2a02a35161a56334f10b1e55b04d9a02bce5c954afe764e789e8560800,2022-12,Gwent Police,Gwent Police,-3.020427,51.825083,On or near Park Road,W01001579,Monmouthshire 001E,Investigation complete; no suspect identified
c0e94c752ebfc3daa68414f2ab9b79f74b59359712366e38899f284eb350497a,2022-12,Gwent Police,Gwent Police,-3.246597,51.775911,On or near ,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
90aea8fc2075282d535827ccfd5118c8272271544e31f0086e7b3cfc05260e12,2022-12,Gwent Police,Gwent Police,-3.207328,51.780369,On or near Market Street,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
c21895b63d43a8a4c384f28c59b5dfea1dc30cdcc1fa9fa8ea82a371acb3e77a,2022-12,Gwent Police,Gwent Police,-2.988430,51.579377,On or near Bolt Street,W01001661,Newport 018C,Investigation complete; no suspect identified
96f68f3afa3f3b9970dcb025f6542a247dbd508034e9f825ef3fdd61ed6ab50d,2022-12,Gwent Police,Gwent Police,-3.243660,51.722021,On or near Thomas Street,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
723a074879f768978fc17e29af010b7e61af046e8bdaacaf179f3306aeb76b6c,2022-12,Gwent Police,Gwent Police,-2.953888,51.612095,On or near Crown Close,W01001623,Newport 001A,Investigation complete; no suspect identified
22ac6c06169db881f04d5771ee1b4eb7ab5f2365264f25e608b8c64bc69f33a5,2022-12,Gwent Police,Gwent Police,-2.735179,51.598689,On or near Crick Road,W01001578,Monmouthshire 009C,Investigation complete; no suspect identified
1f11a98075b1e1d5a6a197ef7970d47553b79894cd2c0014e14ae243c41e0b11,2022-12,Gwent Police,Gwent Police,-3.030737,51.679116,On or near Maple Crescent,W01001516,Torfaen 006C,Investigation complete; no suspect identified
9a554c9b7f6b25c32956a6b4778c1da405852ae033ec63966ff6896d077255c8,2022-12,Gwent Police,Gwent Police,-3.021748,51.558563,On or near Sandpiper Way,W01001689,Newport 019D,Investigation complete; no suspect identified
aa8818d3ebc3bb3c53e38e8177ed06c3731e5b1ec536a836b4f8d5daff32a17a,2022-12,Gwent Police,Gwent Police,-3.228278,51.688114,On or near ,W01001338,Caerphilly 004C,Investigation complete; no suspect identified
d01652b59f74e6ebad348e83769b1d906b4ce08ec06ac9fa5ac4dabb2cbec751,2022-12,Gwent Police,Gwent Police,-2.996210,51.584050,On or near Victoria Road,W01001687,Newport 014D,Investigation complete; no suspect identified
54657246daa34f56781ade8ac65950f125805b0855e0c15a6dedac592580c805,2022-12,Gwent Police,Gwent Police,-3.272132,51.603664,On or near Tan-Y-Bryn,W01001333,Caerphilly 018D,Investigation complete; no suspect identified
03e44ab660a7769c2fe23cf49a85f27f81a1f750b94ee9a8957daa13a973fb11,2022-12,Gwent Police,Gwent Police,-3.287119,51.653109,On or near Lan-Y-Parc,W01001378,Caerphilly 013B,Investigation complete; no suspect identified
e0b2bdc4ae0034960d484d2e3384538c65d4ea2d4be0aace3b71ec0786c24448,2022-12,Gwent Police,Gwent Police,-2.994151,51.571686,On or near ,W01001660,Newport 018B,Investigation complete; no suspect identified
1f16bc1de9ec5c3ca17fb601aa56a473dbc7acccfb6293e77eb97cd64aebe3fb,2022-12,Gwent Police,Gwent Police,-3.277013,51.607775,On or near Windsor Place,W01001332,Caerphilly 018C,Investigation complete; no suspect identified
ab4399fa5dfcb77b2f69f1f8f3500a25d37cf6a721afe6eb7e9f8280981e4a37,2022-12,Gwent Police,Gwent Police,-2.978998,51.586379,On or near Halstead Street,W01001690,Newport 013D,Investigation complete; no suspect identified
a403d5b9203b4eef46427b6ef0bab952b17d8c25491c2fee8892ed1018b7ccfa,2022-12,Gwent Police,Gwent Police,-2.985111,51.592721,On or near Alfred Street,W01001676,Newport 007B,Investigation complete; no suspect identified
63d4a300aa9cd5c05e66fabfe6abfd5d888260f2c7d6b4b27275a8a6fdddc180,2022-12,Gwent Police,Gwent Police,-3.221426,51.741479,On or near ,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
fd2c7d758eb7cffc366893738a6b1a7eb759741514b57fd466e2dd8819ddbc56,2022-12,Gwent Police,Gwent Police,-3.033338,51.611630,On or near Helford Square,W01001619,Newport 003C,Investigation complete; no suspect identified
082f3c4b1e7eef65717b9a47aeb9ecb162097f6090f9293a72f18a86696f9b4d,2022-12,Gwent Police,Gwent Police,-2.978253,51.585271,On or near Vivian Road,W01001690,Newport 013D,Investigation complete; no suspect identified
ef45e9fde9d75cb31ebd3f8fe5cf6354a93f0bb0aee3dc2bc1f9797dd693a072,2022-12,Gwent Police,Gwent Police,-3.246617,51.586233,On or near B4263,W01001397,Caerphilly 019E,Investigation complete; no suspect identified
b2d37591005cbdbfa85f9fb0d0ce0f799efdb95391e2c7cf1ddb35df09b394c2,2022-12,Gwent Police,Gwent Police,-3.045610,51.647281,On or near Bryn Tirion,W01001498,Torfaen 011B,Investigation complete; no suspect identified
3159da1e9daebd77f474b2ab796d76c4d3a79a146986e4dd91fb0f4c1d08af3d,2022-12,Gwent Police,Gwent Police,-2.929129,51.594877,On or near ,W01001664,Newport 010A,Investigation complete; no suspect identified
fe6d2ed57fbfffc513f78659c8bd7b41ebfba34b4975f0431d051d517363ec5a,2022-12,Gwent Police,Gwent Police,-3.248979,51.774224,On or near Sunny View,W01001479,Blaenau Gwent 006D,Investigation complete; no suspect identified
647ae739cc97065a7ae3d0bc671ce3bb47ec9b3acad6d1eb84a39e1d20e42183,2022-12,Gwent Police,Gwent Police,-2.995634,51.589387,On or near Market Street,W01001685,Newport 014B,Investigation complete; no suspect identified
0d54afd9353520f5da6bfa74be24bc2435cc7ff0ee3e6687b9a928c8d89729ed,2022-12,Gwent Police,Gwent Police,-2.760080,51.588937,On or near Newport Road,W01001598,Monmouthshire 010F,Investigation complete; no suspect identified
d55a7b23392802e867355d0c37c6bed659ea71e633cc46a9fe584b7c88a8ff25,2022-12,Gwent Police,Gwent Police,-3.207805,51.773495,On or near ,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
b327eee066148f7df4aacf4980fda00104e00040e7131ad7ee4450c897a04628,2022-12,Gwent Police,Gwent Police,-3.039161,51.645261,On or near Pen-Y-Waun Road,W01001526,Torfaen 010B,Investigation complete; no suspect identified
f13b61cb7e417e1cc93f02998eff52abbd68a0ab67c805e4b3b03090f3186911,2022-12,Gwent Police,Gwent Police,-2.908018,51.604736,On or near Bramley Close,W01001639,Newport 004A,Investigation complete; no suspect identified
db39cf58e37543bf267336145b24c8ff3d566065194e64349ba3439954e2f573,2022-12,Gwent Police,Gwent Police,-3.062211,51.513353,On or near Heol Las,W01001912,Newport 020E,Investigation complete; no suspect identified
2f8669aa13964096f040242d40547061047dcef208cb4d967fabf04fad9ab9ac,2022-12,Gwent Police,Gwent Police,-3.211517,51.589640,On or near ,W01001372,Caerphilly 022B,Investigation complete; no suspect identified
e6423dd0416ac4be385fa4982604f46c61befc15a999613cbbf0edf8b65f8695,2022-12,Gwent Police,Gwent Police,-3.007116,51.833964,On or near St Davids Close,W01001909,Monmouthshire 002F,Investigation complete; no suspect identified
17f6acd1c1d0cb0ae836c71175a47ed22e9cd6fbe57eb5b59746efb605c7c8dc,2022-12,Gwent Police,Gwent Police,-3.248097,51.582846,On or near Caernarvon Court,W01001394,Caerphilly 023B,Investigation complete; no suspect identified
ab9932361f1c6e13a332b08dd0f0bbb602269e181a30e2e94deb705e4bcbefea,2022-12,Gwent Police,Gwent Police,-2.993437,51.586591,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
9e1c170f1c2d730af60153cbaa0ed032ce70994ba151e5bfe9e86bc1e3dd231d,2022-12,Gwent Police,Gwent Police,-3.010260,51.569992,On or near Winchester Close,W01001633,Newport 019A,Investigation complete; no suspect identified
3792b1df48c7ddbccea593f44e0ca24632bea747078c1e2315b74a94439510e9,2022-12,Gwent Police,Gwent Police,-2.034348,51.910856,On or near Piccadilly Way,E01022146,Cheltenham 002D,Investigation complete; no suspect identified
1fb098b01ae27a3fd6c07359312b007d334c8c34ae41c71d1fc996032ab42141,2022-12,Gwent Police,Gwent Police,-3.209639,51.779518,On or near Garden Street,W01001461,Blaenau Gwent 007F,Investigation complete; no suspect identified
f5d56382f9352223ab5f8b259eea0b691314b2fac3b56c25d4eb2e488c474f7e,2022-12,Gwent Police,Gwent Police,-3.065096,51.728119,On or near Heol Waterloo,W01001484,Torfaen 002C,Investigation complete; no suspect identified
c520b47a1296dc131fb9ce8af78f282cd1ebdec4ff1de1e422b765733f5a5000,2022-12,Gwent Police,Gwent Police,-3.235765,51.687865,On or near Vicarage Close,W01001336,Caerphilly 004A,Investigation complete; no suspect identified
e68fceb298ead91208e6620c87cdf48d0bdafd9f9def07d0b98557a1636b308c,2022-12,Gwent Police,Gwent Police,-3.240310,51.721275,On or near Fothergills Road,W01001384,Caerphilly 002C,Investigation complete; no suspect identified
a3a5907a8d8666516560faa5652cf2ad0d66c6576bbef18e640c38c54e64db00,2022-12,Gwent Police,Gwent Police,-3.247762,51.771063,On or near Harcourt Terrace,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
7dfb12bc2a994f927d70619fcd07d527e847fa218c9247fcb337d47ba5e65f67,2022-12,Gwent Police,Gwent Police,-3.245303,51.770711,On or near ,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
1d9ff299106be4dce81f6dd3ded42682e60f8103110a65ce5510278bc1d14cfe,2022-12,Gwent Police,Gwent Police,-3.040839,51.699564,On or near Lower Park Terrace,W01001491,Torfaen 004A,Investigation complete; no suspect identified
58b2c6222ddfa2ac1d554dd337eb2222f42068b0b20542ded628df50665328d9,2022-12,Gwent Police,Gwent Police,-3.013990,51.664309,On or near Cardigan Close,W01001493,Torfaen 008A,Investigation complete; no suspect identified
8cc9b8d4590f5f583ef1f0a7aea2cf60f2e3a6204fc0ce0d3f3caec543d9551b,2022-12,Gwent Police,Gwent Police,-2.998701,51.613377,On or near Pilton Vale,W01001653,Newport 002C,Investigation complete; no suspect identified
76f8d5f01cc7cfb6343d9f43b176aa4cda401c542b0a2830ecd59e4cbedaee9a,2022-12,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
9fabfcdf97d5b35d638764fcd2c39575bb68eead07255d6fb4777bbb6e4b3e63,2022-12,Gwent Police,Gwent Police,-2.741172,51.607634,On or near Crick Road,W01001542,Monmouthshire 009A,Investigation complete; no suspect identified
79372ca66339deeae2327b49fe3530473ac4cec3b1447b66e6467af6f9438d7b,2022-12,Gwent Police,Gwent Police,-3.021161,51.655255,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
a0a058534aa7c4b15f2218cbf8ed8ed4970ed2e04d7f2b705ade6e01a73a2c43,2022-12,Gwent Police,Gwent Police,-2.981146,51.592934,On or near Duckpool Road,W01001691,Newport 011D,Investigation complete; no suspect identified
5f02f1bfc3e08a90813494e7afd4db71eb6c748f87bf612a60876037f27f72e9,2022-12,Gwent Police,Gwent Police,-3.010815,51.693784,On or near Blodwen Road,W01001511,Torfaen 005B,Investigation complete; no suspect identified
4e056de0f6dd06291f88b9d6b8753f6fec229ee53a206b67d87115b294b1ca9c,2022-12,Gwent Police,Gwent Police,-2.832457,51.616688,On or near ,W01001640,Newport 004B,Investigation complete; no suspect identified
