Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
e7f1f67f2a10e521e66358a578d9436b338897a8cc4486ac99192857a494a5f4,2022-07,Gwent Police,Gwent Police,-3.001125,51.648711,On or near TWM BARLWM VIEW,W01001507,Torfaen 008D,Local resolution
f82caecc5c8211d4857e9517b6779ef239090d9fc494b69d40ea32126d6b9c32,2022-07,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
ef640a99e3ae1ecc4e272a40f893d36613b338e4ae2282ab88f29ed3c07fd676,2022-07,Gwent Police,Gwent Police,,,No location,,,Unable to prosecute suspect
525bc1cd520336ff0af7f415e91672a05267b0dc4e8b17aa3bdf553cddc209e3,2022-07,Gwent Police,Gwent Police,,,No location,,,Investigation complete; no suspect identified
732711c8271780d82ec3e44109ad87b6fed33718e306fc7f106f099c2f441414,2022-07,Gwent Police,Gwent Police,-3.033279,51.611585,On or near HELFORD SQUARE,W01001619,Newport 003C,Investigation complete; no suspect identified
f66115c1ba41fcbba19fdf91b2e5b21bfefa243ddaa930ca65b96e6fa0d4126f,2022-07,Gwent Police,Gwent Police,-3.198198,51.586540,On or near Rudry Close,W01001420,Caerphilly 022D,Investigation complete; no suspect identified
4fbae2996129c86eaff6a5a83e59d84d26ad5ed1beb56948162e48c1ccba42b6,2022-07,Gwent Police,Gwent Police,-2.727059,51.813102,On or near HENDRE CLOSE,W01001553,Monmouthshire 004B,Investigation complete; no suspect identified
91d38812ff87826af143dd16b677b80a49d59d85a605f0b5299d0a6243cbd7f0,2022-07,Gwent Police,Gwent Police,-2.984876,51.593191,On or near GLOSTER STREET,W01001676,Newport 007B,Investigation complete; no suspect identified
c6d008b9b51ce6f8be1d913532d0c107ab77f27e4f7a271fcbc1780621b9e09c,2022-07,Gwent Police,Gwent Police,-3.083032,51.607324,On or near ELM DRIVE,W01001408,Caerphilly 016B,Investigation complete; no suspect identified
34da6b6c9c462acbb18ce0774781ec6462ec6d7a002aab38b3c9d629b4683373,2022-07,Gwent Police,Gwent Police,-3.039399,51.713136,On or near ,W01001530,Torfaen 003C,Investigation complete; no suspect identified
4b4fdd0505146dce8864b1139a9f84e03bcf553567a158ad45c60600a408eb8f,2022-07,Gwent Police,Gwent Police,-2.972525,51.593465,On or near Crescent Road,W01001616,Newport 005C,Investigation complete; no suspect identified
2f436742f7941e36cbcd0e119129941f8ff07f50bd8bbaa231530ffc300d6124,2022-07,Gwent Police,Gwent Police,-3.035970,51.607335,On or near NIDD CLOSE,W01001619,Newport 003C,Investigation complete; no suspect identified
2d49fca9dcb4a7e60aa6368e3757fc098ef3c919989436f685b72dd9d6d67980,2022-07,Gwent Police,Gwent Police,-3.131169,51.732932,On or near EVELYN STREET,W01001437,Blaenau Gwent 008C,Investigation complete; no suspect identified
5dc9d5553fc6f4331f42498d041eed6e23a7e7d1554b5edf67a4c32ff26cfc45,2022-07,Gwent Police,Gwent Police,-2.972964,51.595134,On or near HERTFORD PLACE,W01001616,Newport 005C,Investigation complete; no suspect identified
c98def48e1b4d0db3a018f57e904f9e934115a460ea3f7705d2c0bca273a0407,2022-07,Gwent Police,Gwent Police,-2.752121,51.590373,On or near ,W01001589,Monmouthshire 010E,Investigation complete; no suspect identified
d90cd2dcd94304898d9bb04d192b1edc0610e67c192b3eb451ce25ffa79b3667,2022-07,Gwent Police,Gwent Police,-3.208203,51.779479,On or near West End Terrace,W01001461,Blaenau Gwent 007F,Investigation complete; no suspect identified
573a5822b638c87e77563910a6caf2b5ec56dd4c9a4212b172c4d0b04e2f7d82,2022-07,Gwent Police,Gwent Police,-3.000674,51.588184,On or near ,W01001685,Newport 014B,Investigation complete; no suspect identified
0690ea02d2623de25cd07dddfa97f9665c1d02ffcff9f3bce8657196e5c3ce68,2022-07,Gwent Police,Gwent Police,-3.200375,51.662498,On or near Gordon Road,W01001349,Caerphilly 009B,Investigation complete; no suspect identified
8440f9546ef1230f34f34fe0aa899661ab66300f48628801615b314eba93052e,2022-07,Gwent Police,Gwent Police,-3.031130,51.613609,On or near TRENT ROAD,W01001621,Newport 003E,Investigation complete; no suspect identified
746230a394e0686efd95f2e9fcfbd61263e92805f47548e91132e3dfbbf65a6c,2022-07,Gwent Police,Gwent Police,-2.935714,51.587937,On or near HENDRE FARM GARDENS,W01001668,Newport 010D,Investigation complete; no suspect identified
92ad9c5f32d254a871c023467009dddafc13bd332b05522044ee38dcd74d8438,2022-07,Gwent Police,Gwent Police,-3.046259,51.575620,On or near Sports/Recreation Area,W01001637,Newport 016B,Investigation complete; no suspect identified
ff8d3ae5e152632e93b23fca2b8a13cce52cd2da6a0bf29c7c25abbba91c8744,2022-07,Gwent Police,Gwent Police,-3.251658,51.770977,On or near MARIAN CLOSE,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
95e9987ed9cfa68bf2946db50e9ea1e64980b7ed5c72d598e04b06c78f0a2b85,2022-07,Gwent Police,Gwent Police,-3.019967,51.656803,On or near FARM LANE,W01001519,Torfaen 007A,Investigation complete; no suspect identified
388c48faf45bd76e816e81ba58d9f20216f44f7595b88ad77d7dacbd50ee1a56,2022-07,Gwent Police,Gwent Police,-2.990190,51.591276,On or near EAST USK ROAD,W01001693,Newport 013E,Investigation complete; no suspect identified
0a8c1ac975d3322d7c2f0eaafbabda675ba11d9108bf229f5d3407a610b47e4f,2022-07,Gwent Police,Gwent Police,-3.121476,51.617987,On or near Bus/Coach Station,W01001354,Caerphilly 014D,Investigation complete; no suspect identified
772fbbae42abb9c64063d42cbdc41b120097c788a5de1c2cf2da1956b97ec4c1,2022-07,Gwent Police,Gwent Police,-2.760734,51.588348,On or near Severn View,W01001598,Monmouthshire 010F,Investigation complete; no suspect identified
f4ca755f5e1417490ef9f54d4a3dadeaf5dc7cc14453c636e9b2d81cf7238dc9,2022-07,Gwent Police,Gwent Police,-3.009226,51.572177,On or near ,W01001629,Newport 017A,Investigation complete; no suspect identified
cff162726cab9f7d8c87ab4ee7f96a93132ea8ccfb0f7f75976a1fa41083dc88,2022-07,Gwent Police,Gwent Police,-3.059406,51.595491,On or near Great Oaks Park,W01001670,Newport 009B,Investigation complete; no suspect identified
7431ae010e7a9f32394c5358df418217cf017faf6e0546ca312bdee7c893f18f,2022-07,Gwent Police,Gwent Police,-3.031616,51.612112,On or near Tone Road,W01001617,Newport 003A,Investigation complete; no suspect identified
e42b1c440092a7688592bdc17574d22a01b38a7ee0e3c4fc53c637a425755768,2022-07,Gwent Police,Gwent Police,-2.978998,51.586379,On or near Halstead Street,W01001690,Newport 013D,Investigation complete; no suspect identified
8ec698e3b52b0a009c7a487c1c80cafbb1a8619fa625d7fb3e969287bceb74b8,2022-07,Gwent Police,Gwent Police,-3.069252,51.731813,On or near Ambleside,W01001484,Torfaen 002C,Investigation complete; no suspect identified
41aa4399ac7c1f06ea96d1f0f5807c4f7e77f7082a3ffcfab2fe5419b228b51a,2022-07,Gwent Police,Gwent Police,-3.064969,51.718400,On or near PENTWYN ROAD,W01001529,Torfaen 003B,Investigation complete; no suspect identified
34a8346dc8e7624ff8b41837568b0c6b7720d91b64e6864265a40f42ff65fe65,2022-07,Gwent Police,Gwent Police,-3.028949,51.817654,On or near Petrol Station,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
1c756e2bac9cf79dbd20d5fbedbc7cea12e9e399e795b722a0d96b4f1a8ecfbb,2022-07,Gwent Police,Gwent Police,-3.228075,51.522767,On or near Heol Pentwyn,W01001894,Cardiff 010C,Investigation complete; no suspect identified
b45a91529bec9da4e8837ded04665feebb022d602908e43cf6b8776542589a09,2022-07,Gwent Police,Gwent Police,-3.034856,51.696712,On or near ST MATTHEW'S ROAD,W01001496,Torfaen 004B,Investigation complete; no suspect identified
7253392c5cc08c4cef67eb53aedac8a1efb9e7a1fbc5e118b31e6198c186b1ec,2022-07,Gwent Police,Gwent Police,-2.995820,51.589969,On or near Pedestrian Subway,W01001685,Newport 014B,Investigation complete; no suspect identified
50221f4cb91ef6cb6405608d23bca1286952187b7ce5fad003e65e6d867d39ca,2022-07,Gwent Police,Gwent Police,-3.021147,51.655265,On or near Parking Area,W01001506,Torfaen 010A,Investigation complete; no suspect identified
763c6b33f89d6592f9ed35a77a29d37c62d3ed45c7bac9daebd032c965a5b847,2022-07,Gwent Police,Gwent Police,-2.994485,51.764569,On or near Old Abergavenny Road,W01001555,Monmouthshire 006A,Investigation complete; no suspect identified
760da9dbd74d9b36a919bb0b00ed2ea86dab212b06deaa2b088c679717d59d98,2022-07,Gwent Police,Gwent Police,-3.144872,51.594913,On or near The Crescent,W01001342,Caerphilly 021A,Investigation complete; no suspect identified
faccab1af1c9a2b5128a6e3293ffbe4b48ca27af94de8839b8716aab1f0b8999,2022-07,Gwent Police,Gwent Police,-2.786912,51.587186,On or near Woodpecker Close,W01001582,Monmouthshire 011D,Investigation complete; no suspect identified
095bf6b37e1456f8534739588b814ad11c9c96cdeedc2093742dde24a34a54e6,2022-07,Gwent Police,Gwent Police,-2.927386,51.590063,On or near Cecil Sharp Road,W01001667,Newport 010C,Investigation complete; no suspect identified
1025096da33b880e2f57fbb6f24ec4ec53da9092e931f6d4b11ca7b7e1a8963f,2022-07,Gwent Police,Gwent Police,-3.281830,51.651098,On or near Thomas Street,W01001377,Caerphilly 013A,Investigation complete; no suspect identified
38dfde25accd9a07841babd3707c76b8173ff4c7b347b35a1523449b61b195e5,2022-07,Gwent Police,Gwent Police,-3.211640,51.788183,On or near Glanffrwd Terrace,W01001438,Blaenau Gwent 004A,Investigation complete; no suspect identified
f22a7c669fca556f0dbf531b6d3875406ac0a9a8f23f71963b211e6e1b2fac39,2022-07,Gwent Police,Gwent Police,-2.952710,51.588952,On or near EAST GROVE ROAD,W01001610,Newport 015C,Investigation complete; no suspect identified
c50448743c96471417f4b1bb0707c6198794e59d0fd871103c3c31796fe4819d,2022-07,Gwent Police,Gwent Police,-3.015750,51.819054,On or near MILL STREET,W01001564,Monmouthshire 003D,Investigation complete; no suspect identified
0708dc5140fb8340c34b0f8521b0aacebaec1434e577767773cd624d787ade6b,2022-07,Gwent Police,Gwent Police,-3.106551,51.531107,On or near Parking Area,W01001840,Cardiff 007D,Investigation complete; no suspect identified
41e215f37b5f16457a86b614258f21b86fed32ccefb8b3fbaccb73081c7303f9,2022-07,Gwent Police,Gwent Police,-2.999696,51.590296,On or near PENTONVILLE,W01001603,Newport 012C,Investigation complete; no suspect identified
d630d70b35beca014d959dbb8285f6d996bb81d466948625a3186101d7f9fd9d,2022-07,Gwent Police,Gwent Police,-3.248735,51.765901,On or near Park Hill,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
329038426d8a12258643318323977c3f68b6e0170788413f066e4d8f6813d906,2022-07,Gwent Police,Gwent Police,-3.001086,51.646248,On or near West Bank,W01001508,Torfaen 013C,Investigation complete; no suspect identified
986d8da941c6c26c565082e1b4e1ba14bf2e25f09169977a6d1706b2149d2cc0,2022-07,Gwent Police,Gwent Police,-3.027226,51.652946,On or near ,W01001528,Torfaen 010D,Investigation complete; no suspect identified
47fecd23f089b69f18c01bfed8dbea2538a48801941ef9887dff1049fd40c44c,2022-07,Gwent Police,Gwent Police,-3.196041,51.592353,On or near CROSS STREET,W01001344,Caerphilly 020C,Investigation complete; no suspect identified
446384777beb0a92896a4c61ad69e56cde5434f927edfb6a61f0cfd2649b382b,2022-07,Gwent Police,Gwent Police,-3.027124,51.679858,On or near EAST AVENUE,W01001518,Torfaen 006E,Investigation complete; no suspect identified
80d6a6040a7f1a28a6f68cfb6f09bd1a47c4b1f764e50a139d4d7542c5baba8c,2022-07,Gwent Police,Gwent Police,-3.207556,51.775322,On or near ,W01001460,Blaenau Gwent 007E,Investigation complete; no suspect identified
50d7734af125e0e33a576b4233e6778824707032ebb429f012ba0c4bc82adedc,2022-07,Gwent Police,Gwent Police,-2.948348,51.586712,On or near HENRY WOOD CLOSE,W01001610,Newport 015C,Investigation complete; no suspect identified
1fb1df66691ee5ec8c9275015f602e7baee0db65f306b5675c89f8c804866b56,2022-07,Gwent Police,Gwent Police,-3.230817,51.685156,On or near Cardiff Road,W01001337,Caerphilly 004B,Investigation complete; no suspect identified
b8ff1906c63b88c75de60faa92bc8319a3c9aafbc5065ea35a1f393724a6763f,2022-07,Gwent Police,Gwent Police,-2.083634,51.905482,On or near Manchester Way,E01022152,Cheltenham 004C,Investigation complete; no suspect identified
dbfed9a4ab2c2321a157cdf4fa773e2041227a64887c7f267b2f2deb2a4b9c54,2022-07,Gwent Police,Gwent Police,-3.019270,51.647665,On or near TRELECH CLOSE,W01001506,Torfaen 010A,Investigation complete; no suspect identified
a0deedc3339ab72c99be08d02810aa11b534cae5d36008b55912c026748fcee6,2022-07,Gwent Police,Gwent Police,-3.049957,51.660262,On or near TAFF COURT,W01001536,Torfaen 009C,Investigation complete; no suspect identified
7dd52269c1a1399bfdc3790e51a44a15c3eb41a90d4b6ec7809e3ab0f04cff2f,2022-07,Gwent Police,Gwent Police,-2.968906,51.575368,On or near CORPORATION ROAD,W01001647,Newport 015F,Investigation complete; no suspect identified
71aa7f9a800e54f01970efdb485d3394cce54986400d53f30bf81c5da0d7976e,2022-07,Gwent Police,Gwent Police,-3.021161,51.655255,On or near ,W01001506,Torfaen 010A,Investigation complete; no suspect identified
8a05b5c2f3387c42a1233417f67f1d0df5eec60a0e09016234f34702f8c881d4,2022-07,Gwent Police,Gwent Police,-2.987214,51.583199,On or near George Street,W01001687,Newport 014D,Investigation complete; no suspect identified
5090ba8c048edf902e0810a50c95131daf453bd93208899cf7010e4dd085ee66,2022-07,Gwent Police,Gwent Police,-2.992290,51.584290,On or near Theatre/Concert Hall,W01001687,Newport 014D,Investigation complete; no suspect identified
8f17a329fa81bd0d6631608593ccc4f40f095b93be577ce1e993b2c96330e533,2022-07,Gwent Police,Gwent Police,-2.774141,51.588189,On or near Poplar Close,W01001582,Monmouthshire 011D,Investigation complete; no suspect identified
88a7bc3de387bb12cc4868970419b1d14d79960a736d9803705ee04b467b2554,2022-07,Gwent Police,Gwent Police,-3.572839,51.570489,On or near GRAIGLAS,W01001009,Bridgend 004C,Investigation complete; no suspect identified
aae71d39993fb699f5b1bac462f15145716d3b8366dba84f14cef854c991a18f,2022-07,Gwent Police,Gwent Police,-3.288156,51.767588,On or near PHILLIP'S WALK,W01001428,Caerphilly 001E,Investigation complete; no suspect identified
7f268946275ad49c4b919d89d35060e72c171839acf217f70f116d646159f633,2022-07,Gwent Police,Gwent Police,-2.752646,51.594164,On or near Budden Crescent,W01001908,Monmouthshire 010G,Investigation complete; no suspect identified
76a6049a8dd8b44e95239ddf032f5c2dc67804563bf4fe142b16dc21bafa50a0,2022-07,Gwent Police,Gwent Police,-2.999744,51.593793,On or near Queen's Croft,W01001601,Newport 006A,Investigation complete; no suspect identified
652604cb991525e1a64a69d0dda3f4356db95b5dfc4683bb87a03c42865cdf64,2022-07,Gwent Police,Gwent Police,-2.993437,51.586591,On or near ,W01001687,Newport 014D,Investigation complete; no suspect identified
0a5e524fd0404a4223c86781a215e560ea53934f5447e6a5c1d9b40b75e154b1,2022-07,Gwent Police,Gwent Police,-2.925835,51.594013,On or near DAWSON CLOSE,W01001667,Newport 010C,Investigation complete; no suspect identified
b48eac6b1c8a2a9c04641c62ec362582fda38b53ea7ad6e7a128fb410af29434,2022-07,Gwent Police,Gwent Police,-3.146678,51.663115,On or near PENNAR STREET,W01001380,Caerphilly 010A,Investigation complete; no suspect identified
76b93e8241244e4f42e0d8307bcd3c04676e807ddf8bf83b70a07140b526f673,2022-07,Gwent Police,Gwent Police,-2.683963,51.635747,On or near Petrol Station,W01001586,Monmouthshire 007D,Investigation complete; no suspect identified
127e21614da9548d5ddb445adbf9f711e7c350cf13a3aaaf33e94b05ac55ee1b,2022-07,Gwent Police,Gwent Police,-3.264888,51.789462,On or near ,W01001474,Blaenau Gwent 003C,Investigation complete; no suspect identified
691d2c751c7611207a60d875768b7aab6e972c89342aad0143f625c3d3b9f5b6,2022-07,Gwent Police,Gwent Police,-3.299976,51.774453,On or near COLLINS' ROW,W01001429,Caerphilly 001F,Investigation complete; no suspect identified
bb2c8c84974701ef92858b8341d23ab24d7031ac78ef2e013d4d975c7ba5e2bc,2022-07,Gwent Police,Gwent Police,-2.955484,51.582860,On or near Royston Crescent,W01001645,Newport 015D,Investigation complete; no suspect identified
660304c42d8aa69e5d053c9aa69aea34ca79a37d65329dffc5228dbbb835cd26,2022-07,Gwent Police,Gwent Police,-2.975186,51.618646,On or near Oxford Close,W01001627,Newport 001E,Investigation complete; no suspect identified
5d61a244c70f916ece307ed4b03825fab1b7f87ce8c29de1055e61e8bb910f91,2022-07,Gwent Police,Gwent Police,-3.070186,51.593478,On or near Tulip Walk,W01001670,Newport 009B,Investigation complete; no suspect identified
46e0e54f254ea02f0ecaee4582a6c6acefba9dd61de2a68642cc8c80bca53e78,2022-07,Gwent Police,Gwent Police,-3.244250,51.765624,On or near Sports/Recreation Area,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
76eb04aca86ea1ff212b33450ddc19fa6f31d8ee5670e1d7225771742c18540e,2022-07,Gwent Police,Gwent Police,-2.992140,51.586683,On or near KINGSWAY,W01001687,Newport 014D,Investigation complete; no suspect identified
44a6baa404dfea0003df4714fa6c047f7e767701c4e925b97f56bc559db48494,2022-07,Gwent Police,Gwent Police,-3.211517,51.589640,On or near ,W01001372,Caerphilly 022B,Investigation complete; no suspect identified
f335756373daf39e8d4ea85178874424ad6ea2815a7a4c4260a3b1c6e5ca02cf,2022-07,Gwent Police,Gwent Police,-2.816502,51.579108,On or near TUDOR COURT,W01001573,Monmouthshire 011B,Investigation complete; no suspect identified
ceeba2959e64b2cf2c9f5d60022642d6b152559386d081ed1c69dcf0e3c82d6f,2022-07,Gwent Police,Gwent Police,-2.990628,51.591488,On or near ,W01001676,Newport 007B,Investigation complete; no suspect identified
bdc21e386063888fd4fd6ac2205ce23747dfa68c88eb30da863b3e6232b6ccd0,2022-07,Gwent Police,Gwent Police,-3.001125,51.648684,On or near Twm Barlwm View,W01001507,Torfaen 008D,Investigation complete; no suspect identified
a9e413737ed125217d561e78c661f05e91436e000e4a6fb6a71c8788bd2e6cff,2022-07,Gwent Police,Gwent Police,-3.219202,51.573124,On or near BROOMFIELD STREET,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
49611d703edc7adb0e4a1dc8f842863365eb111f90485c55488bfaabc8c8e67a,2022-07,Gwent Police,Gwent Police,-2.973003,51.602362,On or near BADMINTON ROAD,W01001678,Newport 005D,Investigation complete; no suspect identified
fdfe063cabfa21b712366e90d7e84762bd974e679496150d6524b65504a496e2,2022-07,Gwent Police,Gwent Police,-3.069045,51.733487,On or near HIGH STREET,W01001483,Torfaen 002B,Investigation complete; no suspect identified
042560d12c01654257c45e6cdcc21edb7852bf06b26880ac64ecdda2a1ea38ba,2022-07,Gwent Police,Gwent Police,-2.995796,51.579620,On or near CARDIFF ROAD,W01001662,Newport 018D,Investigation complete; no suspect identified
98caf9cc16ba1e8e4bc7766132e8eed38413ac3bce1c5fddf43dd2d4d40e2d13,2022-07,Gwent Police,Gwent Police,-3.256285,51.783129,On or near North Avenue,W01001480,Blaenau Gwent 003E,Investigation complete; no suspect identified
c703bd3f98576887ab280c03dff9c2bd822fcbe6d607e584e33023ac1aefb2f3,2022-07,Gwent Police,Gwent Police,-3.080536,51.543560,On or near ,W01001657,Newport 020C,Investigation complete; no suspect identified
ef6dbc9a68eecabed7f5d7d1b305fde24d8f6395163990907ff2e2e5bf074e70,2022-07,Gwent Police,Gwent Police,-3.229441,51.689909,On or near Capel Street,W01001338,Caerphilly 004C,Investigation complete; no suspect identified
a6e2959b402996252fb6a16822334c9884f49190a2b2feba707f7ba99e3cab2c,2022-07,Gwent Police,Gwent Police,-3.232816,51.654402,On or near HENGOED CRESCENT,W01001363,Caerphilly 012A,Investigation complete; no suspect identified
0249e51105c57302523b6b753ce655cf9e25737c6756f95a4962ea73381c957f,2022-07,Gwent Police,Gwent Police,-2.946741,51.599673,On or near Old Hill Crescent,W01001625,Newport 001C,Investigation complete; no suspect identified
c1be94cf4a3fb67e4709ef8eb46c21ea09b160f3871169054ea6616f6aecb2c6,2022-07,Gwent Police,Gwent Police,-3.194860,51.669954,On or near Supermarket,W01001350,Caerphilly 009C,Investigation complete; no suspect identified
e27cc3b775905e4259865d68dda284a4f47d0feed9f924295a32b42eb6d0897e,2022-07,Gwent Police,Gwent Police,-3.053198,51.642285,On or near TOLPATH,W01001499,Torfaen 011C,Investigation complete; no suspect identified
6c7981600f481ce61786aa95d21510e70ff37b07c22ce5807faedc9f40b5d747,2022-07,Gwent Police,Gwent Police,-3.179876,51.740492,On or near FALCON TERRACE,W01001450,Blaenau Gwent 007A,Investigation complete; no suspect identified
bd322d723935f667cf6411190a58379af475d6fd30b78a884ffda8c837f63dd0,2022-07,Gwent Police,Gwent Police,-3.092451,51.606284,On or near Foundry Road,W01001409,Caerphilly 016C,Investigation complete; no suspect identified
2d808a1a1a0af2825ccccec58150daa728082b31851440ced9b38c0c615980fc,2022-07,Gwent Police,Gwent Police,-2.979764,51.589754,On or near Probert Place,W01001692,Newport 011E,Investigation complete; no suspect identified
40387c4f7067c44e6da83a3a306b64102e42999e52823b57363ff76e2f19519e,2022-07,Gwent Police,Gwent Police,-2.982569,51.597355,On or near York Road,W01001675,Newport 007A,Investigation complete; no suspect identified
abdabe9dc8f61ba32d78cb00b0f67b7d6fc96016ef86a917eee4d5c82d15b56b,2022-07,Gwent Police,Gwent Police,-3.044794,51.650777,On or near Archer Road,W01001501,Torfaen 009A,Investigation complete; no suspect identified
43e8b67e744df7e5c0222eba0b883f3f36263619d9be6fcbd895d5105003e37a,2022-07,Gwent Police,Gwent Police,-3.182504,51.792292,On or near WAUNHEULOG,W01001467,Blaenau Gwent 005D,Investigation complete; no suspect identified
50d035210288c27bcfba409ce69a5cb1d33a7f703bfbd6a8dd720ebfc1ccae60,2022-07,Gwent Police,Gwent Police,-3.027721,51.656403,On or near FFORDD CWMBRAN,W01001528,Torfaen 010D,Investigation complete; no suspect identified
7f7b63908d7c0212e213d6333a491536446f6e7129dbcfcfcadeeb0fb1223522,2022-07,Gwent Police,Gwent Police,-3.218354,51.573807,On or near Windsor Street,W01001424,Caerphilly 024C,Investigation complete; no suspect identified
5461b1a6855d6883e4d4a5b25fef7d6f74fac5b849d341f131212116b6ade6c8,2022-07,Gwent Police,Gwent Police,-2.735179,51.598689,On or near Crick Road,W01001578,Monmouthshire 009C,Investigation complete; no suspect identified
3d8da227f3ea57de237af05233d7851236db740ce8ea0e23b672549dac0fb71c,2022-07,Gwent Police,Gwent Police,-3.249876,51.782532,On or near Stryd Siarl,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
0e7556d8b6ac1de7d392b646b16243cd7d6853d7a68b277cf355059d38285680,2022-07,Gwent Police,Gwent Police,-2.723555,51.807144,On or near PORT MAHON CLOSE,W01001576,Monmouthshire 004D,Investigation complete; no suspect identified
662d37c147fc9988a08af5405ad5f095c963c0c3a758bc7671ce04c30f109376,2022-07,Gwent Police,Gwent Police,-2.988408,51.584313,On or near USK WAY,W01001687,Newport 014D,Investigation complete; no suspect identified
e96a5136b0030986defa2835de9fea4864e23a7ff8721222c35f1ca245e97168,2022-07,Gwent Police,Gwent Police,-3.240959,51.767170,On or near ,W01001481,Blaenau Gwent 006E,Investigation complete; no suspect identified
aab57afce4d79a4196daa77e1d5785d17817cb7b17657f7a2f84c64f015b2ba6,2022-07,Gwent Police,Gwent Police,-3.009269,51.615130,On or near Chapman Close,W01001652,Newport 002B,Investigation complete; no suspect identified
d5a64210ffc421d5980fc0cddbf255970124e5f4233cc8ad6834e0c5c5ea89fd,2022-07,Gwent Police,Gwent Police,-3.284897,51.652225,On or near Church Lane,W01001378,Caerphilly 013B,Investigation complete; no suspect identified
73ef72a5d128b922d606a735dc6d68ac70b10d397ae0683bde8e2a8282205a93,2022-07,Gwent Police,Gwent Police,-3.251723,51.775409,On or near Western Crescent,W01001479,Blaenau Gwent 006D,Investigation complete; no suspect identified
6c5a875562a535f47e94517483fca7e9dbbf6baeca479e3c804d397370120652,2022-07,Gwent Police,Gwent Police,-3.046067,51.651449,On or near RAVENSCOURT,W01001503,Torfaen 009B,Investigation complete; no suspect identified
75b5972feebaa414ff4eaf296f67795179a062545ed6aec016de59871d4e7efb,2022-07,Gwent Police,Gwent Police,-3.231209,51.603597,On or near Oak Terrace,W01001367,Caerphilly 019B,Investigation complete; no suspect identified
db1762e43984ea392b3d2729a7ee9d946ee05d708b81cf61caa5f6e83b422c34,2022-07,Gwent Police,Gwent Police,-2.984735,51.592032,On or near Camelot Place,W01001692,Newport 011E,Investigation complete; no suspect identified
99e331d4151a6c14d6ab6e68b777a1aeff37a24732d61ab0c214ebd7db2b0559,2022-07,Gwent Police,Gwent Police,-2.963236,51.584325,On or near Somerton Road,W01001642,Newport 013A,Investigation complete; no suspect identified
5281e3fbd5d226f97e21b2b2653c11f2411efbcf6ec1b64e31333a90b0fa2ceb,2022-07,Gwent Police,Gwent Police,-3.181888,51.591579,On or near Petrol Station,W01001341,Caerphilly 020B,Investigation complete; no suspect identified
c36643a15e47ee45bdb6a97f3580fc2ac84a07849bc202dcd7b2763aeb867451,2022-07,Gwent Police,Gwent Police,-2.984019,51.578919,On or near USK WAY,W01001661,Newport 018C,Investigation complete; no suspect identified
56d3e812b7e32a15ad2ce874630b72fc54684686f2ef5a4a722cf7edc312a7f5,2022-07,Gwent Police,Gwent Police,-2.994757,51.582273,On or near Keynsham Avenue,W01001687,Newport 014D,Investigation complete; no suspect identified
a2ab092255dac4126009f196680d3bd426a48825fc0db81aaee72cc465152cde,2022-07,Gwent Police,Gwent Police,-3.224364,51.801889,On or near PEN Y BRYN,W01001471,Blaenau Gwent 001E,Investigation complete; no suspect identified
23fc38e8e59abc16f024085955ebd369d34767899f891fc26ad282286d696836,2022-07,Gwent Police,Gwent Police,-2.999570,51.588517,On or near Pedestrian Subway,W01001685,Newport 014B,Investigation complete; no suspect identified
869c695253e93346e1d390e9ecd4a87f65bc1308b1c198e4b64e5a0ca786d39e,2022-07,Gwent Police,Gwent Police,-2.967490,51.601788,On or near WORCESTER CRESCENT,W01001614,Newport 005A,Investigation complete; no suspect identified
ff64182f09d1bf89bb9dec8a4b307964f709d1aeb4356f0115d10375ff36ef3a,2022-07,Gwent Police,Gwent Police,-3.010204,51.660493,On or near FIELD VIEW,W01001493,Torfaen 008A,Investigation complete; no suspect identified
faed850c1fed2882fc71a59a84cfa2442347185fbe192ec40baf8c41f09b96ea,2022-07,Gwent Police,Gwent Police,-3.005180,51.572563,On or near Clos Lady Margaret Hall,W01001660,Newport 018B,Investigation complete; no suspect identified
a30771f8ea4acef6fdf28f72151fbd865310fd2029cedc5f772093634337867c,2022-07,Gwent Police,Gwent Police,-3.018332,51.579975,On or near Burnfort Road,W01001631,Newport 017C,Investigation complete; no suspect identified
eb053d0d57edc3741740dc8cd3a0a83dc0452414e3c83a7db073b4971b357e37,2022-07,Gwent Police,Gwent Police,-3.252954,51.787435,On or near ST LUKE'S ROAD,W01001472,Blaenau Gwent 003A,Investigation complete; no suspect identified
e9d13c1413eb3a4a803c54db485a703e703f6a0107836121d886eb0d3b47f986,2022-07,Gwent Police,Gwent Police,-3.098753,51.771993,On or near FORGE SIDE,W01001489,Torfaen 001C,Investigation complete; no suspect identified
5996c0dd34a72dea5ac1e019c59d863145c134f44826931dd35c0e8d82d4ed86,2022-07,Gwent Police,Gwent Police,-3.248732,51.771053,On or near QUEEN VICTORIA STREET,W01001478,Blaenau Gwent 006C,Investigation complete; no suspect identified
